Price,Room,Sqr_Meter,Location,City
500,2,60,"Tunis, Bab Bhar",Bab Bhar
800,3,80,"Tunis, Bab Bhar",Bab Bhar
1100,3,60,"Tunis, Bab Bhar",Bab Bhar
900,3,85,"Tunis, Bab Bhar",Bab Bhar
650,3,60,"Tunis, Bab Bhar",Bab Bhar
700,3,55,"Tunis, Bab Bhar",Bab Bhar
850,3,60,"Tunis, Bab Bhar",Bab Bhar
800,3,70,"Tunis, Bab Bhar",Bab Bhar
1200,4,100,"Tunis, Bab Bhar",Bab Bhar
900,4,80,"Tunis, Bab Bhar",Bab Bhar
800,4,70,"Tunis, Bab Bhar",Bab Bhar
1200,4,75,"Tunis, Bab Bhar",Bab Bhar
225,5,100,"Tunis, Bab Bhar",Bab Bhar
600,4,50,"Tunis, Bab Bhar",Bab Bhar
300,3,30,"Tunis, Bab Bhar",Bab Bhar
1000,4,130,"Tunis, Bab Bhar",Bab Bhar
400,3,50,"Tunis, Bab Souika ",Bab Souika 
400,3,90,"Tunis, Bab Souika ",Bab Souika 
500,4,100,"Tunis, Bab Souika ",Bab Souika 
500,2,35,"Tunis, Bab Souika ",Bab Souika 
340,2,30,"Tunis, Bab Souika ",Bab Souika 
300,2,30,"Tunis, Bab Souika ",Bab Souika 
370,3,50,"Tunis, Bab Souika ",Bab Souika 
650,3,80,"Tunis, Bab Souika ",Bab Souika 
550,3,50,"Tunis, Bab Souika ",Bab Souika 
550,3,30,"Tunis, Bab Souika ",Bab Souika 
680,4,80,"Tunis, Bab Souika ",Bab Souika 
550,4,87,"Tunis, Bab Souika ",Bab Souika 
680,4,60,"Tunis, Bab Souika ",Bab Souika 
150,2,120,"Tunis, Bab Souika ",Bab Souika 
150,2,120,"Tunis, Bab Souika ",Bab Souika 
350,2,80,"Tunis, Bab Souika ",Bab Souika 
400,2,40,"Tunis, Bab Souika ",Bab Souika 
450,2,40,"Tunis, Bab Souika ",Bab Souika 
600,3,60,"Tunis, Bab Souika ",Bab Souika 
650,3,60,"Tunis, Bab Souika ",Bab Souika 
680,3,90,"Tunis, Bab Souika ",Bab Souika 
400,3,60,"Tunis, Bab Souika ",Bab Souika 
400,3,77,"Tunis, Bab Souika ",Bab Souika 
1300,4,163,"Tunis, Bab Souika ",Bab Souika 
700,5,150,"Tunis, Bab Souika ",Bab Souika 
400,3,50,"Tunis, Bab Souika ",Bab Souika 
270,2,110,"Tunis, Bab Souika ",Bab Souika 
600,2,50,"Tunis, Bab Souika ",Bab Souika 
400,3,90,"Tunis, Bab Souika ",Bab Souika 
500,4,70,"Tunis, Bab Souika ",Bab Souika 
600,4,100,"Tunis, Bab Souika ",Bab Souika 
500,4,70,"Tunis, Bab Souika ",Bab Souika 
500,4,70,"Tunis, Bab Souika ",Bab Souika 
500,4,70,"Tunis, Bab Souika ",Bab Souika 
600,4,120,"Tunis, Bab Souika ",Bab Souika 
600,4,80,"Tunis, Bab Souika ",Bab Souika 
700,5,250,"Tunis, Bab Souika ",Bab Souika 
800,5,100,"Tunis, Bab Souika ",Bab Souika 
500,5,140,"Tunis, Bab Souika ",Bab Souika 
400,2,40,"Tunis, Bab Souika ",Bab Souika 
300,3,40,"Tunis, Bab Souika ",Bab Souika 
550,5,100,"Tunis, Bab Souika ",Bab Souika 
160,1,160,"Tunis, Bab Souika ",Bab Souika 
160,1,160,"Tunis, Bab Souika ",Bab Souika 
650,4,95,"Tunis, Bab Souika ",Bab Souika 
450,3,60,"Tunis, Bab Souika ",Bab Souika 
380,2,100,"Tunis, Bab Souika ",Bab Souika 
650,3,100,"Tunis, Bab Souika ",Bab Souika 
450,3,60,"Tunis, Bab Souika ",Bab Souika 
350,2,60,"Tunis, Bab Souika ",Bab Souika 
400,3,75,"Tunis, Bab Souika ",Bab Souika 
530,2,60,"Tunis, Bab Souika ",Bab Souika 
900,4,100,"Tunis, Bab Souika ",Bab Souika 
400,1,40,"Tunis, Bab Souika ",Bab Souika 
400,1,40,"Tunis, Bab Souika ",Bab Souika 
380,1,30,"Tunis, Bab Souika ",Bab Souika 
450,2,50,"Tunis, Bab Souika ",Bab Souika 
450,2,60,"Tunis, Bab Souika ",Bab Souika 
600,2,60,"Tunis, Bab Souika ",Bab Souika 
350,1,30,"Tunis, Bab Souika ",Bab Souika 
170,1,100,"Tunis, Bab Souika ",Bab Souika 
700,3,130,"Tunis, Bab Souika ",Bab Souika 
460,1,30,"Tunis, Bab Souika ",Bab Souika 
480,2,30,"Tunis, Bab Souika ",Bab Souika 
490,2,40,"Tunis, Bab Souika ",Bab Souika 
490,2,50,"Tunis, Bab Souika ",Bab Souika 
270,1,30,"Tunis, Bab Souika ",Bab Souika 
450,3,55,"Tunis, Bab Souika ",Bab Souika 
700,3,50,"Tunis, Bab Souika ",Bab Souika 
680,3,40,"Tunis, Bab Souika ",Bab Souika 
650,3,100,"Tunis, Bab Souika ",Bab Souika 
550,2,55,"Tunis, Bab Souika ",Bab Souika 
470,2,70,"Tunis, Bab Souika ",Bab Souika 
550,3,60,"Tunis, Bab Souika ",Bab Souika 
350,2,50,"Tunis, Bab Souika ",Bab Souika 
400,2,50,"Tunis, Bab Souika ",Bab Souika 
450,3,60,"Tunis, Bab Souika ",Bab Souika 
200,1,40,"Tunis, Bab Souika ",Bab Souika 
650,3,80,"Tunis, Bab Souika ",Bab Souika 
650,3,75,"Tunis, Bab Souika ",Bab Souika 
1900,5,200,"Tunis, Bab Souika ",Bab Souika 
650,3,100,"Tunis, Bab Souika ",Bab Souika 
620,2,80,"Tunis, Bab Souika ",Bab Souika 
400,3,80,"Tunis, Bab Souika ",Bab Souika 
720,3,100,"Tunis, Bab Souika ",Bab Souika 
400,2,80,"Tunis, Bab Souika ",Bab Souika 
400,2,80,"Tunis, Bab Souika ",Bab Souika 
350,2,70,"Tunis, Bab Souika ",Bab Souika 
400,1,60,"Tunis, Bab Souika ",Bab Souika 
650,4,80,"Tunis, Bab Souika ",Bab Souika 
400,2,50,"Tunis, Bab Souika ",Bab Souika 
450,2,60,"Tunis, Bab Souika ",Bab Souika 
550,1,40,"Tunis, Bab Souika ",Bab Souika 
700,1,54,"Tunis, Bab Souika ",Bab Souika 
350,1,60,"Tunis, Bab Souika ",Bab Souika 
350,1,70,"Tunis, Bab Souika ",Bab Souika 
1000,4,120,"Tunis, Bab Souika ",Bab Souika 
1100,5,120,"Tunis, Bab Souika ",Bab Souika 
800,3,110,"Tunis, Bab Souika ",Bab Souika 
1050,4,110,"Tunis, Bab Souika ",Bab Souika 
750,3,125,"Tunis, Bab Souika ",Bab Souika 
900,3,103,"Tunis, Bab Souika ",Bab Souika 
350,1,60,"Tunis, Bab Souika ",Bab Souika 
400,2,60,"Tunis, Bab Souika ",Bab Souika 
1400,3,120,"Tunis, Bab Souika ",Bab Souika 
600,2,50,"Tunis, Bab Souika ",Bab Souika 
650,4,100,"Tunis, Bab Souika ",Bab Souika 
300,3,30,"Tunis, Bab Souika ",Bab Souika 
800,4,85,"Tunis, Bab Souika ",Bab Souika 
600,2,70,"Tunis, Bab Souika ",Bab Souika 
800,3,70,"Tunis, Bab Souika ",Bab Souika 
800,2,90,"Tunis, Bab Souika ",Bab Souika 
600,2,90,"Tunis, Bab Souika ",Bab Souika 
600,2,85,"Tunis, Bab Souika ",Bab Souika 
800,3,100,"Tunis, Bab Souika ",Bab Souika 
600,2,90,"Tunis, Bab Souika ",Bab Souika 
800,3,95,"Tunis, Bab Souika ",Bab Souika 
430,2,50,"Tunis, Bab Souika ",Bab Souika 
800,3,90,"Tunis, Bab Souika ",Bab Souika 
700,3,100,"Tunis, Bab Souika ",Bab Souika 
270,1,80,"Tunis, Bab Souika ",Bab Souika 
600,3,120,"Tunis, Bab Souika ",Bab Souika 
1200,2,80,"Tunis, Bab Souika ",Bab Souika 
240,1,40,"Tunis, Bab Souika ",Bab Souika 
240,1,40,"Tunis, Bab Souika ",Bab Souika 
240,1,40,"Tunis, Bab Souika ",Bab Souika 
240,1,60,"Tunis, Bab Souika ",Bab Souika 
240,1,32,"Tunis, Bab Souika ",Bab Souika 
350,1,85,"Tunis, Bab Souika ",Bab Souika 
300,1,60,"Tunis, Bab Souika ",Bab Souika 
160,1,30,"Tunis, Bab Souika ",Bab Souika 
450,2,50,"Tunis, Bab Souika ",Bab Souika 
150,2,71,"Tunis, Berge Du Lac",Berge Du Lac
150,2,75,"Tunis, Berge Du Lac",Berge Du Lac
1100,2,75,"Tunis, Berge Du Lac",Berge Du Lac
1100,2,75,"Tunis, Berge Du Lac",Berge Du Lac
150,2,80,"Tunis, Berge Du Lac",Berge Du Lac
140,2,40,"Tunis, Berge Du Lac",Berge Du Lac
1300,3,70,"Tunis, Berge Du Lac",Berge Du Lac
2200,3,100,"Tunis, Berge Du Lac",Berge Du Lac
1300,3,60,"Tunis, Berge Du Lac",Berge Du Lac
140,3,60,"Tunis, Berge Du Lac",Berge Du Lac
130,3,50,"Tunis, Berge Du Lac",Berge Du Lac
150,3,110,"Tunis, Berge Du Lac",Berge Du Lac
150,3,65,"Tunis, Berge Du Lac",Berge Du Lac
140,3,65,"Tunis, Berge Du Lac",Berge Du Lac
120,3,50,"Tunis, Berge Du Lac",Berge Du Lac
200,3,115,"Tunis, Berge Du Lac",Berge Du Lac
1000,3,60,"Tunis, Berge Du Lac",Berge Du Lac
950,3,61,"Tunis, Berge Du Lac",Berge Du Lac
2000,3,100,"Tunis, Berge Du Lac",Berge Du Lac
1050,3,61,"Tunis, Berge Du Lac",Berge Du Lac
950,3,65,"Tunis, Berge Du Lac",Berge Du Lac
1050,3,71,"Tunis, Berge Du Lac",Berge Du Lac
1600,3,96,"Tunis, Berge Du Lac",Berge Du Lac
1550,3,80,"Tunis, Berge Du Lac",Berge Du Lac
1500,3,70,"Tunis, Berge Du Lac",Berge Du Lac
1600,3,75,"Tunis, Berge Du Lac",Berge Du Lac
2000,3,160,"Tunis, Berge Du Lac",Berge Du Lac
1000,3,90,"Tunis, Berge Du Lac",Berge Du Lac
1700,3,110,"Tunis, Berge Du Lac",Berge Du Lac
1000,3,100,"Tunis, Berge Du Lac",Berge Du Lac
150,3,69,"Tunis, Berge Du Lac",Berge Du Lac
131,3,50,"Tunis, Berge Du Lac",Berge Du Lac
1000,3,100,"Tunis, Berge Du Lac",Berge Du Lac
1000,3,100,"Tunis, Berge Du Lac",Berge Du Lac
1250,3,52,"Tunis, Berge Du Lac",Berge Du Lac
2400,3,80,"Tunis, Berge Du Lac",Berge Du Lac
1200,3,54,"Tunis, Berge Du Lac",Berge Du Lac
1500,3,78,"Tunis, Berge Du Lac",Berge Du Lac
2200,3,100,"Tunis, Berge Du Lac",Berge Du Lac
850,3,60,"Tunis, Berge Du Lac",Berge Du Lac
2200,3,70,"Tunis, Berge Du Lac",Berge Du Lac
1300,3,60,"Tunis, Berge Du Lac",Berge Du Lac
2000,3,80,"Tunis, Berge Du Lac",Berge Du Lac
1600,3,80,"Tunis, Berge Du Lac",Berge Du Lac
1900,3,120,"Tunis, Berge Du Lac",Berge Du Lac
1800,3,90,"Tunis, Berge Du Lac",Berge Du Lac
1575,3,90,"Tunis, Berge Du Lac",Berge Du Lac
1500,3,70,"Tunis, Berge Du Lac",Berge Du Lac
1380,3,90,"Tunis, Berge Du Lac",Berge Du Lac
1450,3,90,"Tunis, Berge Du Lac",Berge Du Lac
1650,3,90,"Tunis, Berge Du Lac",Berge Du Lac
1400,3,70,"Tunis, Berge Du Lac",Berge Du Lac
1400,3,70,"Tunis, Berge Du Lac",Berge Du Lac
1800,3,80,"Tunis, Berge Du Lac",Berge Du Lac
1700,3,54,"Tunis, Berge Du Lac",Berge Du Lac
1600,3,65,"Tunis, Berge Du Lac",Berge Du Lac
1100,3,120,"Tunis, Berge Du Lac",Berge Du Lac
1200,3,70,"Tunis, Berge Du Lac",Berge Du Lac
1700,3,90,"Tunis, Berge Du Lac",Berge Du Lac
900,3,67,"Tunis, Berge Du Lac",Berge Du Lac
1150,3,100,"Tunis, Berge Du Lac",Berge Du Lac
1400,3,70,"Tunis, Berge Du Lac",Berge Du Lac
1100,3,110,"Tunis, Berge Du Lac",Berge Du Lac
3000,3,140,"Tunis, Berge Du Lac",Berge Du Lac
1800,3,90,"Tunis, Berge Du Lac",Berge Du Lac
2700,3,90,"Tunis, Berge Du Lac",Berge Du Lac
2200,4,180,"Tunis, Berge Du Lac",Berge Du Lac
1700,4,113,"Tunis, Berge Du Lac",Berge Du Lac
3500,4,180,"Tunis, Berge Du Lac",Berge Du Lac
2800,4,227,"Tunis, Berge Du Lac",Berge Du Lac
3000,4,140,"Tunis, Berge Du Lac",Berge Du Lac
1700,4,125,"Tunis, Berge Du Lac",Berge Du Lac
2000,4,130,"Tunis, Berge Du Lac",Berge Du Lac
3000,4,110,"Tunis, Berge Du Lac",Berge Du Lac
1300,4,110,"Tunis, Berge Du Lac",Berge Du Lac
1300,4,115,"Tunis, Berge Du Lac",Berge Du Lac
1300,4,120,"Tunis, Berge Du Lac",Berge Du Lac
3600,4,140,"Tunis, Berge Du Lac",Berge Du Lac
260,4,186,"Tunis, Berge Du Lac",Berge Du Lac
2600,4,172,"Tunis, Berge Du Lac",Berge Du Lac
3500,4,180,"Tunis, Berge Du Lac",Berge Du Lac
1550,4,110,"Tunis, Berge Du Lac",Berge Du Lac
1250,4,65,"Tunis, Berge Du Lac",Berge Du Lac
2000,4,120,"Tunis, Berge Du Lac",Berge Du Lac
2100,4,150,"Tunis, Berge Du Lac",Berge Du Lac
2700,4,135,"Tunis, Berge Du Lac",Berge Du Lac
1300,4,98,"Tunis, Berge Du Lac",Berge Du Lac
2600,4,150,"Tunis, Berge Du Lac",Berge Du Lac
1600,4,120,"Tunis, Berge Du Lac",Berge Du Lac
1500,4,130,"Tunis, Berge Du Lac",Berge Du Lac
2500,4,120,"Tunis, Berge Du Lac",Berge Du Lac
2400,4,120,"Tunis, Berge Du Lac",Berge Du Lac
3000,4,131,"Tunis, Berge Du Lac",Berge Du Lac
3500,4,270,"Tunis, Berge Du Lac",Berge Du Lac
1800,4,103,"Tunis, Berge Du Lac",Berge Du Lac
160,4,130,"Tunis, Berge Du Lac",Berge Du Lac
1570,4,133,"Tunis, Berge Du Lac",Berge Du Lac
2700,4,170,"Tunis, Berge Du Lac",Berge Du Lac
3500,4,300,"Tunis, Berge Du Lac",Berge Du Lac
1700,4,250,"Tunis, Berge Du Lac",Berge Du Lac
2400,4,126,"Tunis, Berge Du Lac",Berge Du Lac
1700,4,102,"Tunis, Berge Du Lac",Berge Du Lac
1600,4,180,"Tunis, Berge Du Lac",Berge Du Lac
2100,4,120,"Tunis, Berge Du Lac",Berge Du Lac
3200,4,120,"Tunis, Berge Du Lac",Berge Du Lac
1600,4,120,"Tunis, Berge Du Lac",Berge Du Lac
1700,4,110,"Tunis, Berge Du Lac",Berge Du Lac
1900,4,120,"Tunis, Berge Du Lac",Berge Du Lac
280,4,220,"Tunis, Berge Du Lac",Berge Du Lac
2000,4,200,"Tunis, Berge Du Lac",Berge Du Lac
2500,4,230,"Tunis, Berge Du Lac",Berge Du Lac
1700,4,110,"Tunis, Berge Du Lac",Berge Du Lac
2500,4,110,"Tunis, Berge Du Lac",Berge Du Lac
3300,4,130,"Tunis, Berge Du Lac",Berge Du Lac
1900,4,150,"Tunis, Berge Du Lac",Berge Du Lac
1800,4,180,"Tunis, Berge Du Lac",Berge Du Lac
2700,4,280,"Tunis, Berge Du Lac",Berge Du Lac
1700,4,180,"Tunis, Berge Du Lac",Berge Du Lac
2700,4,265,"Tunis, Berge Du Lac",Berge Du Lac
2200,4,130,"Tunis, Berge Du Lac",Berge Du Lac
3500,4,147,"Tunis, Berge Du Lac",Berge Du Lac
4000,4,260,"Tunis, Berge Du Lac",Berge Du Lac
3500,4,120,"Tunis, Berge Du Lac",Berge Du Lac
200,4,265,"Tunis, Berge Du Lac",Berge Du Lac
1670,4,115,"Tunis, Berge Du Lac",Berge Du Lac
1500,4,90,"Tunis, Berge Du Lac",Berge Du Lac
2700,4,125,"Tunis, Berge Du Lac",Berge Du Lac
1500,4,118,"Tunis, Berge Du Lac",Berge Du Lac
2000,4,133,"Tunis, Berge Du Lac",Berge Du Lac
2300,4,130,"Tunis, Berge Du Lac",Berge Du Lac
2700,4,170,"Tunis, Berge Du Lac",Berge Du Lac
2200,4,108,"Tunis, Berge Du Lac",Berge Du Lac
1500,4,125,"Tunis, Berge Du Lac",Berge Du Lac
2700,4,225,"Tunis, Berge Du Lac",Berge Du Lac
3300,4,150,"Tunis, Berge Du Lac",Berge Du Lac
3500,4,140,"Tunis, Berge Du Lac",Berge Du Lac
3500,4,150,"Tunis, Berge Du Lac",Berge Du Lac
1400,4,100,"Tunis, Berge Du Lac",Berge Du Lac
1200,4,120,"Tunis, Berge Du Lac",Berge Du Lac
3700,4,156,"Tunis, Berge Du Lac",Berge Du Lac
2200,4,143,"Tunis, Berge Du Lac",Berge Du Lac
2100,4,200,"Tunis, Berge Du Lac",Berge Du Lac
2500,4,188,"Tunis, Berge Du Lac",Berge Du Lac
3000,4,240,"Tunis, Berge Du Lac",Berge Du Lac
2200,4,190,"Tunis, Berge Du Lac",Berge Du Lac
2500,4,100,"Tunis, Berge Du Lac",Berge Du Lac
3500,4,120,"Tunis, Berge Du Lac",Berge Du Lac
3000,4,110,"Tunis, Berge Du Lac",Berge Du Lac
3400,4,200,"Tunis, Berge Du Lac",Berge Du Lac
2000,5,140,"Tunis, Berge Du Lac",Berge Du Lac
2800,5,200,"Tunis, Berge Du Lac",Berge Du Lac
2500,5,200,"Tunis, Berge Du Lac",Berge Du Lac
3000,5,209,"Tunis, Berge Du Lac",Berge Du Lac
1900,5,150,"Tunis, Berge Du Lac",Berge Du Lac
1500,5,127,"Tunis, Berge Du Lac",Berge Du Lac
1700,5,170,"Tunis, Berge Du Lac",Berge Du Lac
1700,5,165,"Tunis, Berge Du Lac",Berge Du Lac
3200,5,200,"Tunis, Berge Du Lac",Berge Du Lac
1700,5,157,"Tunis, Berge Du Lac",Berge Du Lac
1500,5,156,"Tunis, Berge Du Lac",Berge Du Lac
2600,5,260,"Tunis, Berge Du Lac",Berge Du Lac
3900,5,250,"Tunis, Berge Du Lac",Berge Du Lac
2750,5,220,"Tunis, Berge Du Lac",Berge Du Lac
4000,5,200,"Tunis, Berge Du Lac",Berge Du Lac
2700,5,150,"Tunis, Berge Du Lac",Berge Du Lac
4000,5,200,"Tunis, Berge Du Lac",Berge Du Lac
3900,5,260,"Tunis, Berge Du Lac",Berge Du Lac
1800,5,180,"Tunis, Berge Du Lac",Berge Du Lac
2700,5,200,"Tunis, Berge Du Lac",Berge Du Lac
2900,5,180,"Tunis, Berge Du Lac",Berge Du Lac
3400,5,190,"Tunis, Berge Du Lac",Berge Du Lac
2700,5,250,"Tunis, Berge Du Lac",Berge Du Lac
1700,5,200,"Tunis, Berge Du Lac",Berge Du Lac
3000,5,200,"Tunis, Berge Du Lac",Berge Du Lac
2300,5,115,"Tunis, Berge Du Lac",Berge Du Lac
2800,5,150,"Tunis, Berge Du Lac",Berge Du Lac
280,5,160,"Tunis, Berge Du Lac",Berge Du Lac
2000,5,120,"Tunis, Berge Du Lac",Berge Du Lac
3000,5,150,"Tunis, Berge Du Lac",Berge Du Lac
2200,5,120,"Tunis, Berge Du Lac",Berge Du Lac
2200,5,140,"Tunis, Berge Du Lac",Berge Du Lac
1700,5,250,"Tunis, Berge Du Lac",Berge Du Lac
4500,5,200,"Tunis, Berge Du Lac",Berge Du Lac
1800,5,145,"Tunis, Berge Du Lac",Berge Du Lac
2500,5,170,"Tunis, Berge Du Lac",Berge Du Lac
1800,5,185,"Tunis, Berge Du Lac",Berge Du Lac
3500,5,190,"Tunis, Berge Du Lac",Berge Du Lac
2200,5,133,"Tunis, Berge Du Lac",Berge Du Lac
3500,5,210,"Tunis, Berge Du Lac",Berge Du Lac
2800,5,180,"Tunis, Berge Du Lac",Berge Du Lac
3000,5,250,"Tunis, Berge Du Lac",Berge Du Lac
1350,5,156,"Tunis, Berge Du Lac",Berge Du Lac
1600,5,180,"Tunis, Berge Du Lac",Berge Du Lac
2500,5,180,"Tunis, Berge Du Lac",Berge Du Lac
3500,5,320,"Tunis, Berge Du Lac",Berge Du Lac
2200,5,150,"Tunis, Berge Du Lac",Berge Du Lac
2500,5,170,"Tunis, Berge Du Lac",Berge Du Lac
2400,5,180,"Tunis, Berge Du Lac",Berge Du Lac
2600,5,220,"Tunis, Berge Du Lac",Berge Du Lac
2500,5,155,"Tunis, Berge Du Lac",Berge Du Lac
3500,5,250,"Tunis, Berge Du Lac",Berge Du Lac
2500,5,160,"Tunis, Berge Du Lac",Berge Du Lac
3000,5,160,"Tunis, Berge Du Lac",Berge Du Lac
3300,5,230,"Tunis, Berge Du Lac",Berge Du Lac
3500,5,220,"Tunis, Berge Du Lac",Berge Du Lac
2500,5,162,"Tunis, Berge Du Lac",Berge Du Lac
1900,5,134,"Tunis, Berge Du Lac",Berge Du Lac
1450,5,120,"Tunis, Berge Du Lac",Berge Du Lac
1450,5,120,"Tunis, Berge Du Lac",Berge Du Lac
2300,5,160,"Tunis, Berge Du Lac",Berge Du Lac
2300,5,150,"Tunis, Berge Du Lac",Berge Du Lac
3000,5,150,"Tunis, Berge Du Lac",Berge Du Lac
4000,5,180,"Tunis, Berge Du Lac",Berge Du Lac
2000,5,115,"Tunis, Berge Du Lac",Berge Du Lac
2800,5,145,"Tunis, Berge Du Lac",Berge Du Lac
3000,5,145,"Tunis, Berge Du Lac",Berge Du Lac
2300,5,140,"Tunis, Berge Du Lac",Berge Du Lac
3500,5,180,"Tunis, Berge Du Lac",Berge Du Lac
3300,5,180,"Tunis, Berge Du Lac",Berge Du Lac
3800,5,150,"Tunis, Berge Du Lac",Berge Du Lac
3000,5,270,"Tunis, Berge Du Lac",Berge Du Lac
3500,5,250,"Tunis, Berge Du Lac",Berge Du Lac
4000,5,200,"Tunis, Berge Du Lac",Berge Du Lac
3000,5,150,"Tunis, Berge Du Lac",Berge Du Lac
4000,5,250,"Tunis, Berge Du Lac",Berge Du Lac
3500,5,180,"Tunis, Berge Du Lac",Berge Du Lac
2400,5,180,"Tunis, Berge Du Lac",Berge Du Lac
4300,5,200,"Tunis, Berge Du Lac",Berge Du Lac
2750,5,220,"Tunis, Berge Du Lac",Berge Du Lac
4000,5,200,"Tunis, Berge Du Lac",Berge Du Lac
2500,5,220,"Tunis, Berge Du Lac",Berge Du Lac
1700,5,175,"Tunis, Berge Du Lac",Berge Du Lac
3000,5,155,"Tunis, Berge Du Lac",Berge Du Lac
3500,5,185,"Tunis, Berge Du Lac",Berge Du Lac
2700,5,235,"Tunis, Berge Du Lac",Berge Du Lac
1800,5,155,"Tunis, Berge Du Lac",Berge Du Lac
2400,5,220,"Tunis, Berge Du Lac",Berge Du Lac
2800,5,185,"Tunis, Berge Du Lac",Berge Du Lac
3000,5,190,"Tunis, Berge Du Lac",Berge Du Lac
3500,5,180,"Tunis, Berge Du Lac",Berge Du Lac
1800,5,192,"Tunis, Berge Du Lac",Berge Du Lac
2000,5,180,"Tunis, Berge Du Lac",Berge Du Lac
3500,5,200,"Tunis, Berge Du Lac",Berge Du Lac
2300,5,200,"Tunis, Berge Du Lac",Berge Du Lac
3500,5,200,"Tunis, Berge Du Lac",Berge Du Lac
2400,5,220,"Tunis, Berge Du Lac",Berge Du Lac
1900,5,150,"Tunis, Berge Du Lac",Berge Du Lac
3300,5,240,"Tunis, Berge Du Lac",Berge Du Lac
2400,5,220,"Tunis, Berge Du Lac",Berge Du Lac
2300,5,135,"Tunis, Berge Du Lac",Berge Du Lac
2500,5,134,"Tunis, Berge Du Lac",Berge Du Lac
1500,5,134,"Tunis, Berge Du Lac",Berge Du Lac
3500,5,280,"Tunis, Berge Du Lac",Berge Du Lac
2800,5,250,"Tunis, Berge Du Lac",Berge Du Lac
2400,5,200,"Tunis, Berge Du Lac",Berge Du Lac
3100,5,190,"Tunis, Berge Du Lac",Berge Du Lac
4000,5,220,"Tunis, Berge Du Lac",Berge Du Lac
3500,5,205,"Tunis, Berge Du Lac",Berge Du Lac
4000,5,220,"Tunis, Berge Du Lac",Berge Du Lac
1000,3,110,"Tunis, Berge Du Lac",Berge Du Lac
3000,4,150,"Tunis, Berge Du Lac",Berge Du Lac
3500,5,250,"Tunis, Berge Du Lac",Berge Du Lac
2100,3,200,"Tunis, Berge Du Lac",Berge Du Lac
2500,3,188,"Tunis, Berge Du Lac",Berge Du Lac
1600,3,150,"Tunis, Berge Du Lac",Berge Du Lac
2000,4,115,"Tunis, Berge Du Lac",Berge Du Lac
3000,4,145,"Tunis, Berge Du Lac",Berge Du Lac
2200,4,130,"Tunis, Berge Du Lac",Berge Du Lac
3200,3,140,"Tunis, Berge Du Lac",Berge Du Lac
2600,3,120,"Tunis, Berge Du Lac",Berge Du Lac
2000,4,180,"Tunis, Berge Du Lac",Berge Du Lac
2700,4,200,"Tunis, Berge Du Lac",Berge Du Lac
1370,1,75,"Tunis, Berge Du Lac",Berge Du Lac
2000,2,160,"Tunis, Berge Du Lac",Berge Du Lac
1000,2,90,"Tunis, Berge Du Lac",Berge Du Lac
3000,3,200,"Tunis, Berge Du Lac",Berge Du Lac
3200,3,135,"Tunis, Berge Du Lac",Berge Du Lac
200,3,265,"Tunis, Berge Du Lac",Berge Du Lac
1000,1,80,"Tunis, Berge Du Lac",Berge Du Lac
3500,3,140,"Tunis, Berge Du Lac",Berge Du Lac
2500,4,145,"Tunis, Berge Du Lac",Berge Du Lac
3200,3,160,"Tunis, Berge Du Lac",Berge Du Lac
1600,3,100,"Tunis, Berge Du Lac",Berge Du Lac
2000,2,60,"Tunis, Berge Du Lac",Berge Du Lac
1700,2,120,"Tunis, Berge Du Lac",Berge Du Lac
3500,3,160,"Tunis, Berge Du Lac",Berge Du Lac
1570,3,133,"Tunis, Berge Du Lac",Berge Du Lac
3800,4,150,"Tunis, Berge Du Lac",Berge Du Lac
2500,3,200,"Tunis, Berge Du Lac",Berge Du Lac
2700,3,265,"Tunis, Berge Du Lac",Berge Du Lac
280,4,250,"Tunis, Berge Du Lac",Berge Du Lac
2000,2,80,"Tunis, Berge Du Lac",Berge Du Lac
2500,3,150,"Tunis, Berge Du Lac",Berge Du Lac
1600,4,180,"Tunis, Berge Du Lac",Berge Du Lac
1500,2,57,"Tunis, Berge Du Lac",Berge Du Lac
1500,2,57,"Tunis, Berge Du Lac",Berge Du Lac
250,3,200,"Tunis, Berge Du Lac",Berge Du Lac
200,1,60,"Tunis, Berge Du Lac",Berge Du Lac
1100,1,80,"Tunis, Berge Du Lac",Berge Du Lac
1400,2,60,"Tunis, Berge Du Lac",Berge Du Lac
1400,2,60,"Tunis, Berge Du Lac",Berge Du Lac
1600,3,130,"Tunis, Berge Du Lac",Berge Du Lac
1270,2,80,"Tunis, Berge Du Lac",Berge Du Lac
3000,4,130,"Tunis, Berge Du Lac",Berge Du Lac
3500,4,350,"Tunis, Berge Du Lac",Berge Du Lac
1450,1,60,"Tunis, Berge Du Lac",Berge Du Lac
1600,2,100,"Tunis, Berge Du Lac",Berge Du Lac
1800,2,80,"Tunis, Berge Du Lac",Berge Du Lac
1500,5,140,"Tunis, Berge Du Lac",Berge Du Lac
1000,1,60,"Tunis, Berge Du Lac",Berge Du Lac
1250,1,60,"Tunis, Berge Du Lac",Berge Du Lac
1400,1,60,"Tunis, Berge Du Lac",Berge Du Lac
1600,2,120,"Tunis, Berge Du Lac",Berge Du Lac
1100,2,80,"Tunis, Berge Du Lac",Berge Du Lac
2000,2,80,"Tunis, Berge Du Lac",Berge Du Lac
3000,3,180,"Tunis, Berge Du Lac",Berge Du Lac
1900,3,120,"Tunis, Berge Du Lac",Berge Du Lac
