Price,Room,Sqr_Meter,Location,City
1800,4,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
900,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
600,4,125,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
450,4,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
900,4,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
600,4,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
800,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
650,4,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
900,4,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
635,4,80,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,4,182,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,4,90,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
420,4,60,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1100,4,160,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,113,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,125,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
700,4,59.99999998,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,112,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
900,4,69.99999998,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
500,4,40,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
950,4,140,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
600,4,71,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
800,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
600,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
790,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
420,4,84.99999999,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,4,95,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
650,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
800,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
790,4,108,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1550,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1200,4,180,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
450,4,80,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,75.00000002,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
500,4,65,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1150,4,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,75.00000002,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,112,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
550,4,90,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
700,4,50,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
900,4,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,4,116,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
450,4,80,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
900,4,64.99999998,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
650,4,76,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
500,4,89.99999999,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1200,4,180,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
840,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
600,4,70,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
600,4,70,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
800,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
900,4,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1200,4,94.99999998,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,4,95,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
800,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
790,4,108,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1550,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
450,4,80,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
700,4,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,75.00000002,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
875,4,115,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,4,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
580,4,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1350,4,183,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,4,137,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,110,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1300,4,160,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1300,4,160,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
800,4,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,4,140,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,4,90,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1150,4,146,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,4,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,4,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
820,5,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
840,5,115,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
950,5,170,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
2200,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
500,5,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
900,5,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,5,145,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1300,5,200,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
700,5,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
800,5,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1200,5,200,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1500,5,230,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1300,5,250,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1300,5,250,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,5,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1050,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
700,5,80,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
600,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
470,5,140,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1300,5,250,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1200,5,145,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
950,5,125,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1100,5,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
950,5,140,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,5,113,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1300,5,280,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1250,5,145,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
550,5,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1400,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
870,5,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
600,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1200,5,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,5,165,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
500,5,125,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,5,112,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
860,5,110,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1300,5,140,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1100,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
600,5,125,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
800,5,110,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
800,5,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1650,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1300,5,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1200,5,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,5,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,5,80,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
900,5,170,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
790,5,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
790,5,115,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
700,5,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1250,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,5,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1400,5,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1250,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1250,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
100,5,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1400,5,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1400,5,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
735,5,115,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1300,5,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
830,5,115,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
830,5,115,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
600,5,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,5,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1235,5,140,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
600,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,5,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,5,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
800,5,80,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,5,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
790,5,115,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
600,5,90,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
550,5,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,5,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,5,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
900,5,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1300,5,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1200,5,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,5,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,5,80,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
790,5,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
700,5,120,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1250,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,5,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1250,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1250,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
100,5,100,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
735,5,115,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1100,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1150,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
900,5,145,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
750,5,140,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,5,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
790,5,115,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
420,5,200,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1250,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1200,5,215,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1050,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1100,5,140,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,5,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
420,5,200,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1200,5,215,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1050,5,150,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,5,130,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
850,5,110,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1500,5,220,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1800,5,186,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1300,5,160,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,5,170,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1800,5,186,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
2800,5,140,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
3000,5,186,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1000,5,200,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
1400,5,200,"Ariana, Jardins D'el Menzah",Jardins D'el Menzah
450,2,25,"Ariana, La Soukra",La Soukra
1100,2,100,"Ariana, La Soukra",La Soukra
850,2,72.99999998,"Ariana, La Soukra",La Soukra
310,2,50,"Ariana, La Soukra",La Soukra
310,2,50,"Ariana, La Soukra",La Soukra
700,2,70,"Ariana, La Soukra",La Soukra
1200,2,100,"Ariana, La Soukra",La Soukra
700,2,67.99999998,"Ariana, La Soukra",La Soukra
1400,2,50,"Ariana, La Soukra",La Soukra
600,2,120,"Ariana, La Soukra",La Soukra
800,2,69.99999999,"Ariana, La Soukra",La Soukra
800,2,80,"Ariana, La Soukra",La Soukra
280,2,70,"Ariana, La Soukra",La Soukra
450,2,60,"Ariana, La Soukra",La Soukra
300,2,40,"Ariana, La Soukra",La Soukra
1100,2,74.99999998,"Ariana, La Soukra",La Soukra
900,2,60,"Ariana, La Soukra",La Soukra
1100,2,74.99999998,"Ariana, La Soukra",La Soukra
950,2,60.00000001,"Ariana, La Soukra",La Soukra
950,2,78,"Ariana, La Soukra",La Soukra
380,2,75,"Ariana, La Soukra",La Soukra
600,2,75,"Ariana, La Soukra",La Soukra
1000,2,74.00000002,"Ariana, La Soukra",La Soukra
2500,2,300,"Ariana, La Soukra",La Soukra
800,2,68.99999999,"Ariana, La Soukra",La Soukra
850,2,73.99999998,"Ariana, La Soukra",La Soukra
1300,2,70.00000001,"Ariana, La Soukra",La Soukra
750,2,75,"Ariana, La Soukra",La Soukra
950,2,100,"Ariana, La Soukra",La Soukra
400,2,50,"Ariana, La Soukra",La Soukra
700,2,70,"Ariana, La Soukra",La Soukra
800,2,74.99999998,"Ariana, La Soukra",La Soukra
800,2,68.00000001,"Ariana, La Soukra",La Soukra
750,2,64.99999999,"Ariana, La Soukra",La Soukra
1100,2,63,"Ariana, La Soukra",La Soukra
1000,2,55.00000001,"Ariana, La Soukra",La Soukra
700,2,70,"Ariana, La Soukra",La Soukra
550,2,40.99999999,"Ariana, La Soukra",La Soukra
950,2,100,"Ariana, La Soukra",La Soukra
1000,2,100,"Ariana, La Soukra",La Soukra
900,2,37.99999999,"Ariana, La Soukra",La Soukra
1100,2,70.00000002,"Ariana, La Soukra",La Soukra
1400,2,78.99999999,"Ariana, La Soukra",La Soukra
1000,2,55.00000001,"Ariana, La Soukra",La Soukra
850,2,38,"Ariana, La Soukra",La Soukra
1000,2,55.00000001,"Ariana, La Soukra",La Soukra
1000,2,55.00000001,"Ariana, La Soukra",La Soukra
1000,2,55.00000001,"Ariana, La Soukra",La Soukra
450,2,45,"Ariana, La Soukra",La Soukra
1000,2,55.00000001,"Ariana, La Soukra",La Soukra
1000,2,55.00000001,"Ariana, La Soukra",La Soukra
950,2,74.99999998,"Ariana, La Soukra",La Soukra
1000,2,55.00000001,"Ariana, La Soukra",La Soukra
700,2,80,"Ariana, La Soukra",La Soukra
700,2,62,"Ariana, La Soukra",La Soukra
900,2,69.99999998,"Ariana, La Soukra",La Soukra
750,2,67,"Ariana, La Soukra",La Soukra
900,2,69.99999998,"Ariana, La Soukra",La Soukra
1700,3,80,"Ariana, La Soukra",La Soukra
1400,3,80,"Ariana, La Soukra",La Soukra
400,3,90.00000001,"Ariana, La Soukra",La Soukra
110,3,62.00000001,"Ariana, La Soukra",La Soukra
1000,3,200,"Ariana, La Soukra",La Soukra
1400,3,120,"Ariana, La Soukra",La Soukra
110,3,60.00000001,"Ariana, La Soukra",La Soukra
860,3,120,"Ariana, La Soukra",La Soukra
750,3,120,"Ariana, La Soukra",La Soukra
650,3,90,"Ariana, La Soukra",La Soukra
700,3,120,"Ariana, La Soukra",La Soukra
700,3,80,"Ariana, La Soukra",La Soukra
700,3,120,"Ariana, La Soukra",La Soukra
380,3,75,"Ariana, La Soukra",La Soukra
650,3,70,"Ariana, La Soukra",La Soukra
400,3,45,"Ariana, La Soukra",La Soukra
1100,3,74.99999998,"Ariana, La Soukra",La Soukra
750,3,40,"Ariana, La Soukra",La Soukra
950,3,64.99999998,"Ariana, La Soukra",La Soukra
700,3,75,"Ariana, La Soukra",La Soukra
950,3,60.00000001,"Ariana, La Soukra",La Soukra
850,3,50,"Ariana, La Soukra",La Soukra
350,3,40,"Ariana, La Soukra",La Soukra
490,3,70,"Ariana, La Soukra",La Soukra
455,3,70,"Ariana, La Soukra",La Soukra
1600,3,150,"Ariana, La Soukra",La Soukra
1000,3,100,"Ariana, La Soukra",La Soukra
850,3,70.00000002,"Ariana, La Soukra",La Soukra
700,3,100,"Ariana, La Soukra",La Soukra
650,3,120,"Ariana, La Soukra",La Soukra
665,3,120,"Ariana, La Soukra",La Soukra
650,3,79,"Ariana, La Soukra",La Soukra
800,3,120,"Ariana, La Soukra",La Soukra
1000,3,78.99999999,"Ariana, La Soukra",La Soukra
900,3,100,"Ariana, La Soukra",La Soukra
1800,3,120,"Ariana, La Soukra",La Soukra
700,3,100,"Ariana, La Soukra",La Soukra
700,3,90,"Ariana, La Soukra",La Soukra
1500,3,100,"Ariana, La Soukra",La Soukra
1500,3,100,"Ariana, La Soukra",La Soukra
1800,3,90,"Ariana, La Soukra",La Soukra
1350,3,55.99999999,"Ariana, La Soukra",La Soukra
1800,3,110,"Ariana, La Soukra",La Soukra
750,3,120,"Ariana, La Soukra",La Soukra
750,3,64.99999999,"Ariana, La Soukra",La Soukra
1500,3,150,"Ariana, La Soukra",La Soukra
380,3,100,"Ariana, La Soukra",La Soukra
570,3,100,"Ariana, La Soukra",La Soukra
800,3,140,"Ariana, La Soukra",La Soukra
900,3,120,"Ariana, La Soukra",La Soukra
650,3,140,"Ariana, La Soukra",La Soukra
850,3,50,"Ariana, La Soukra",La Soukra
900,3,75,"Ariana, La Soukra",La Soukra
650,3,35,"Ariana, La Soukra",La Soukra
650,3,35,"Ariana, La Soukra",La Soukra
800,3,69.99999999,"Ariana, La Soukra",La Soukra
2000,3,100,"Ariana, La Soukra",La Soukra
900,3,75,"Ariana, La Soukra",La Soukra
100,3,76.99999998,"Ariana, La Soukra",La Soukra
750,3,70.00000003,"Ariana, La Soukra",La Soukra
1100,3,80,"Ariana, La Soukra",La Soukra
900,3,62.99999998,"Ariana, La Soukra",La Soukra
900,3,64.99999998,"Ariana, La Soukra",La Soukra
800,3,140,"Ariana, La Soukra",La Soukra
900,3,69.99999998,"Ariana, La Soukra",La Soukra
1200,3,55,"Ariana, La Soukra",La Soukra
800,3,100,"Ariana, La Soukra",La Soukra
1200,3,60,"Ariana, La Soukra",La Soukra
1100,3,70.00000002,"Ariana, La Soukra",La Soukra
120,3,75,"Ariana, La Soukra",La Soukra
850,3,72.99999998,"Ariana, La Soukra",La Soukra
900,3,69.99999998,"Ariana, La Soukra",La Soukra
650,3,40,"Ariana, La Soukra",La Soukra
1200,3,70.00000001,"Ariana, La Soukra",La Soukra
750,3,70.00000003,"Ariana, La Soukra",La Soukra
1000,3,120,"Ariana, La Soukra",La Soukra
850,3,59.99999999,"Ariana, La Soukra",La Soukra
950,3,83.00000002,"Ariana, La Soukra",La Soukra
1100,3,70.00000002,"Ariana, La Soukra",La Soukra
1050,3,65.00000002,"Ariana, La Soukra",La Soukra
1800,3,110,"Ariana, La Soukra",La Soukra
1250,3,69.99999999,"Ariana, La Soukra",La Soukra
900,3,90,"Ariana, La Soukra",La Soukra
380,3,50,"Ariana, La Soukra",La Soukra
750,3,80,"Ariana, La Soukra",La Soukra
400,3,65,"Ariana, La Soukra",La Soukra
1100,3,76.99999998,"Ariana, La Soukra",La Soukra
1000,3,95,"Ariana, La Soukra",La Soukra
900,3,69.99999998,"Ariana, La Soukra",La Soukra
350,3,90,"Ariana, La Soukra",La Soukra
1200,3,80,"Ariana, La Soukra",La Soukra
800,3,73,"Ariana, La Soukra",La Soukra
850,3,55.00000002,"Ariana, La Soukra",La Soukra
800,3,69.99999999,"Ariana, La Soukra",La Soukra
750,3,60,"Ariana, La Soukra",La Soukra
800,3,73,"Ariana, La Soukra",La Soukra
850,3,77.99999998,"Ariana, La Soukra",La Soukra
1500,3,180,"Ariana, La Soukra",La Soukra
1100,3,70.00000002,"Ariana, La Soukra",La Soukra
800,3,59.00000002,"Ariana, La Soukra",La Soukra
850,3,55.00000002,"Ariana, La Soukra",La Soukra
900,3,60,"Ariana, La Soukra",La Soukra
1000,3,59.99999999,"Ariana, La Soukra",La Soukra
800,3,64,"Ariana, La Soukra",La Soukra
450,3,45,"Ariana, La Soukra",La Soukra
830,3,69.99999998,"Ariana, La Soukra",La Soukra
1400,3,80,"Ariana, La Soukra",La Soukra
1500,3,75,"Ariana, La Soukra",La Soukra
1250,3,69.99999999,"Ariana, La Soukra",La Soukra
1250,3,69.99999999,"Ariana, La Soukra",La Soukra
1250,3,69.99999999,"Ariana, La Soukra",La Soukra
400,3,75,"Ariana, La Soukra",La Soukra
850,3,59.99999999,"Ariana, La Soukra",La Soukra
950,3,63,"Ariana, La Soukra",La Soukra
850,3,59.99999999,"Ariana, La Soukra",La Soukra
1050,3,84,"Ariana, La Soukra",La Soukra
1200,3,80,"Ariana, La Soukra",La Soukra
1200,3,70.00000001,"Ariana, La Soukra",La Soukra
1050,3,68,"Ariana, La Soukra",La Soukra
1300,3,80,"Ariana, La Soukra",La Soukra
750,3,70.00000003,"Ariana, La Soukra",La Soukra
1000,3,120,"Ariana, La Soukra",La Soukra
1100,3,70.00000002,"Ariana, La Soukra",La Soukra
900,3,90,"Ariana, La Soukra",La Soukra
400,3,65,"Ariana, La Soukra",La Soukra
1100,3,76.99999998,"Ariana, La Soukra",La Soukra
800,3,110,"Ariana, La Soukra",La Soukra
850,3,110,"Ariana, La Soukra",La Soukra
550,3,100,"Ariana, La Soukra",La Soukra
1250,3,118,"Ariana, La Soukra",La Soukra
500,3,100,"Ariana, La Soukra",La Soukra
1200,3,210,"Ariana, La Soukra",La Soukra
1500,3,160,"Ariana, La Soukra",La Soukra
400,3,75,"Ariana, La Soukra",La Soukra
700,3,120,"Ariana, La Soukra",La Soukra
1200,3,120,"Ariana, La Soukra",La Soukra
900,3,118,"Ariana, La Soukra",La Soukra
450,3,70,"Ariana, La Soukra",La Soukra
500,3,80,"Ariana, La Soukra",La Soukra
350,3,43,"Ariana, La Soukra",La Soukra
1350,3,90,"Ariana, La Soukra",La Soukra
1000,3,100,"Ariana, La Soukra",La Soukra
1800,3,120,"Ariana, La Soukra",La Soukra
1700,3,230,"Ariana, La Soukra",La Soukra
1800,3,160,"Ariana, La Soukra",La Soukra
1200,3,110,"Ariana, La Soukra",La Soukra
900,3,120,"Ariana, La Soukra",La Soukra
1150,3,120,"Ariana, La Soukra",La Soukra
2000,3,160,"Ariana, La Soukra",La Soukra
175,3,100,"Ariana, La Soukra",La Soukra
800,3,90,"Ariana, La Soukra",La Soukra
500,3,80,"Ariana, La Soukra",La Soukra
1500,3,120,"Ariana, La Soukra",La Soukra
1800,3,230,"Ariana, La Soukra",La Soukra
500,3,70,"Ariana, La Soukra",La Soukra
550,3,50,"Ariana, La Soukra",La Soukra
650,3,130,"Ariana, La Soukra",La Soukra
1050,3,70,"Ariana, La Soukra",La Soukra
1000,3,55.00000001,"Ariana, La Soukra",La Soukra
900,3,58.99999999,"Ariana, La Soukra",La Soukra
350,3,50,"Ariana, La Soukra",La Soukra
1250,3,120,"Ariana, La Soukra",La Soukra
700,3,110,"Ariana, La Soukra",La Soukra
1200,3,110,"Ariana, La Soukra",La Soukra
500,3,75,"Ariana, La Soukra",La Soukra
1200,3,110,"Ariana, La Soukra",La Soukra
750,3,100,"Ariana, La Soukra",La Soukra
600,3,140,"Ariana, La Soukra",La Soukra
830,3,110,"Ariana, La Soukra",La Soukra
600,3,70,"Ariana, La Soukra",La Soukra
1000,3,100,"Ariana, La Soukra",La Soukra
1750,3,160,"Ariana, La Soukra",La Soukra
1400,3,124,"Ariana, La Soukra",La Soukra
1100,3,126,"Ariana, La Soukra",La Soukra
550,3,120,"Ariana, La Soukra",La Soukra
850,3,110,"Ariana, La Soukra",La Soukra
1500,3,130,"Ariana, La Soukra",La Soukra
1200,3,140,"Ariana, La Soukra",La Soukra
1350,3,110,"Ariana, La Soukra",La Soukra
1500,3,120,"Ariana, La Soukra",La Soukra
1800,3,120,"Ariana, La Soukra",La Soukra
1100,4,145,"Ariana, La Soukra",La Soukra
500,4,80,"Ariana, La Soukra",La Soukra
470,4,50,"Ariana, La Soukra",La Soukra
700,4,120,"Ariana, La Soukra",La Soukra
790,4,64,"Ariana, La Soukra",La Soukra
835,4,210,"Ariana, La Soukra",La Soukra
550,4,90,"Ariana, La Soukra",La Soukra
500,4,78,"Ariana, La Soukra",La Soukra
950,4,74.99999998,"Ariana, La Soukra",La Soukra
800,4,140,"Ariana, La Soukra",La Soukra
500,4,80,"Ariana, La Soukra",La Soukra
750,4,70.00000003,"Ariana, La Soukra",La Soukra
700,4,70,"Ariana, La Soukra",La Soukra
750,4,100,"Ariana, La Soukra",La Soukra
550,4,110,"Ariana, La Soukra",La Soukra
700,4,100,"Ariana, La Soukra",La Soukra
