Price,Room,Sqr_Meter,Location
850,2,75,"Tunis, Ain Zaghouan"
1200,4,120,"Tunis, Ain Zaghouan"
1050,1,60,"Tunis, Ain Zaghouan"
1100,2,60,"Tunis, Ain Zaghouan"
1500,3,120,"Tunis, Ain Zaghouan"
950,3,110,"Tunis, Ain Zaghouan"
1400,1,78,"Tunis, Ain Zaghouan"
1200,1,80,"Tunis, Ain Zaghouan"
1200,1,60,"Tunis, Ain Zaghouan"
1200,3,160,"Tunis, Ain Zaghouan"
1300,4,140,"Tunis, Ain Zaghouan"
850,3,100,"Tunis, Ain Zaghouan"
820,3,100,"Tunis, Ain Zaghouan"
1600,1,50,"Tunis, Ain Zaghouan"
1400,3,130,"Tunis, Ain Zaghouan"
900,3,165,"Tunis, Ain Zaghouan"
1600,4,160,"Tunis, Ain Zaghouan"
1950,2,100,"Tunis, Ain Zaghouan"
2000,5,220,"Tunis, Ain Zaghouan"
1950,3,130,"Tunis, Ain Zaghouan"
1200,4,90,"Tunis, Ain Zaghouan"
850,3,108,"Tunis, Ain Zaghouan"
1100,4,150,"Tunis, Ain Zaghouan"
1200,2,150,"Tunis, Ain Zaghouan"
800,3,150,"Tunis, Ain Zaghouan"
900,4,120,"Tunis, Ain Zaghouan"
1200,2,120,"Tunis, Ain Zaghouan"
800,2,120,"Tunis, Ain Zaghouan"
800,3,110,"Tunis, Ain Zaghouan"
1100,4,150,"Tunis, Ain Zaghouan"
1300,1,85,"Tunis, Ain Zaghouan"
950,2,80,"Tunis, Ain Zaghouan"
1100,2,160,"Tunis, Ain Zaghouan"
2000,3,175,"Tunis, Ain Zaghouan"
1200,3,120,"Tunis, Ain Zaghouan"
1750,3,110,"Tunis, Ain Zaghouan"
950,4,170,"Tunis, Ain Zaghouan"
1100,4,160,"Tunis, Ain Zaghouan"
1100,3,110,"Tunis, Ain Zaghouan"
2200,3,151,"Tunis, Ain Zaghouan"
1100,4,150,"Tunis, Ain Zaghouan"
1800,2,90,"Tunis, Ain Zaghouan"
2800,3,100,"Tunis, Ain Zaghouan"
2500,5,200,"Tunis, Ain Zaghouan"
1100,2,70,"Tunis, Ain Zaghouan"
1000,3,100,"Tunis, Ain Zaghouan"
1800,2,90,"Tunis, Ain Zaghouan"
1800,3,130,"Tunis, Ain Zaghouan"
1800,3,250,"Tunis, Ain Zaghouan"
1600,3,85,"Tunis, Ain Zaghouan"
970,3,130,"Tunis, Ain Zaghouan"
2000,2,120,"Tunis, Ain Zaghouan"
900,2,68,"Tunis, Ain Zaghouan"
1050,3,120,"Tunis, Ain Zaghouan"
1300,4,140,"Tunis, Ain Zaghouan"
1400,3,145,"Tunis, Ain Zaghouan"
1100,3,130,"Tunis, Ain Zaghouan"
700,4,60,"Tunis, Ain Zaghouan"
3000,4,300,"Tunis, Ain Zaghouan"
1800,3,95,"Tunis, Ain Zaghouan"
650,2,140,"Tunis, Ain Zaghouan"
850,3,110,"Tunis, Ain Zaghouan"
1250,2,65,"Tunis, Ain Zaghouan"
850,3,150,"Tunis, Ain Zaghouan"
1100,1,70,"Tunis, Ain Zaghouan"
750,2,70,"Tunis, Ain Zaghouan"
1800,3,190,"Tunis, Ain Zaghouan"
1800,3,200,"Tunis, Ain Zaghouan"
1800,3,200,"Tunis, Ain Zaghouan"
1100,2,100,"Tunis, Ain Zaghouan"
650,2,70,"Tunis, Ain Zaghouan"
1800,3,205,"Tunis, Ain Zaghouan"
1700,3,220,"Tunis, Ain Zaghouan"
900,3,90,"Tunis, Ain Zaghouan"
1000,2,180,"Tunis, Ain Zaghouan"
850,3,90,"Tunis, Ain Zaghouan"
900,3,70,"Tunis, Ain Zaghouan"
2000,4,210,"Tunis, Ain Zaghouan"
1800,4,195,"Tunis, Ain Zaghouan"
1100,4,160,"Tunis, Ain Zaghouan"
1800,4,150,"Tunis, Ain Zaghouan"
1700,3,95,"Tunis, Ain Zaghouan"
2000,3,170,"Tunis, Ain Zaghouan"
900,4,130,"Tunis, Ain Zaghouan"
2000,4,170,"Tunis, Ain Zaghouan"
1500,3,95,"Tunis, Ain Zaghouan"
2500,4,173,"Tunis, Ain Zaghouan"
850,2,90,"Tunis, Ain Zaghouan"
1700,3,90,"Tunis, Ain Zaghouan"
2000,4,210,"Tunis, Ain Zaghouan"
1800,2,90,"Tunis, Ain Zaghouan"
2000,3,160,"Tunis, Ain Zaghouan"
1850,4,190,"Tunis, Ain Zaghouan"
1850,4,190,"Tunis, Ain Zaghouan"
800,1,80,"Tunis, Ain Zaghouan"
800,1,55,"Tunis, Ain Zaghouan"
1100,2,90,"Tunis, Ain Zaghouan"
2500,3,120,"Tunis, Ain Zaghouan"
1700,3,150,"Tunis, Ain Zaghouan"
1300,4,120,"Tunis, Ain Zaghouan"
1200,4,150,"Tunis, Ain Zaghouan"
900,4,149,"Tunis, Ain Zaghouan"
1000,3,100,"Tunis, Ain Zaghouan"
1250,5,130,"Tunis, Ain Zaghouan"
1800,4,160,"Tunis, Ain Zaghouan"
900,1,51,"Tunis, Ain Zaghouan"
1550,4,101,"Tunis, Ain Zaghouan"
1500,4,150,"Tunis, Ain Zaghouan"
900,3,100,"Tunis, Ain Zaghouan"
850,1,72,"Tunis, Ain Zaghouan"
1100,3,100,"Tunis, Ain Zaghouan"
850,2,140,"Tunis, Ain Zaghouan"
700,2,50,"Tunis, Ain Zaghouan"
1200,4,160,"Tunis, Ain Zaghouan"
1000,2,65,"Tunis, Ain Zaghouan"
1000,2,45,"Tunis, Ain Zaghouan"
735,3,100,"Tunis, Ain Zaghouan"
900,4,130,"Tunis, Ain Zaghouan"
900,2,65,"Tunis, Ain Zaghouan"
1300,3,139,"Tunis, Ain Zaghouan"
1400,2,120,"Tunis, Ain Zaghouan"
800,1,50,"Tunis, Ain Zaghouan"
900,3,120,"Tunis, Ain Zaghouan"
800,3,120,"Tunis, Ain Zaghouan"
750,3,80,"Tunis, Ain Zaghouan"
950,3,140,"Tunis, Ain Zaghouan"
1700,4,230,"Tunis, Ain Zaghouan"
790,3,110,"Tunis, Ain Zaghouan"
1600,2,209,"Tunis, Ain Zaghouan"
1250,2,80,"Tunis, Ain Zaghouan"
1400,2,117,"Tunis, Ain Zaghouan"
1500,3,150,"Tunis, Ain Zaghouan"
1800,3,118,"Tunis, Ain Zaghouan"
3000,3,100,"Tunis, Ain Zaghouan"
850,1,75,"Tunis, Ain Zaghouan"
1200,2,70,"Tunis, Ain Zaghouan"
850,3,100,"Tunis, Ain Zaghouan"
1750,4,213,"Tunis, Ain Zaghouan"
1750,4,215,"Tunis, Ain Zaghouan"
650,2,65,"Tunis, Ain Zaghouan"
750,3,120,"Tunis, Ain Zaghouan"
750,2,70,"Tunis, Ain Zaghouan"
1000,2,77,"Tunis, Ain Zaghouan"
850,3,90,"Tunis, Ain Zaghouan"
1200,3,145,"Tunis, Ain Zaghouan"
850,3,120,"Tunis, Ain Zaghouan"
900,4,110,"Tunis, Ain Zaghouan"
1100,4,170,"Tunis, Ain Zaghouan"
1000,3,140,"Tunis, Ain Zaghouan"
950,2,100,"Tunis, Ain Zaghouan"
1100,3,120,"Tunis, Ain Zaghouan"
1500,4,250,"Tunis, Ain Zaghouan"
1500,4,220,"Tunis, Ain Zaghouan"
1000,1,80,"Tunis, Ain Zaghouan"
1000,1,75,"Tunis, Ain Zaghouan"
1000,2,80,"Tunis, Ain Zaghouan"
900,2,110,"Tunis, Ain Zaghouan"
1400,2,70,"Tunis, Ain Zaghouan"
800,2,70,"Tunis, Ain Zaghouan"
900,2,75,"Tunis, Ain Zaghouan"
2800,4,133,"Tunis, Ain Zaghouan"
900,2,70,"Tunis, Ain Zaghouan"
800,3,110,"Tunis, Ain Zaghouan"
1300,3,150,"Tunis, Ain Zaghouan"
900,4,140,"Tunis, Ain Zaghouan"
1200,4,140,"Tunis, Ain Zaghouan"
1400,1,68,"Tunis, Ain Zaghouan"
750,2,125,"Tunis, Ain Zaghouan"
900,4,140,"Tunis, Ain Zaghouan"
700,1,80,"Tunis, Ain Zaghouan"
900,1,70,"Tunis, Ain Zaghouan"
800,2,125,"Tunis, Ain Zaghouan"
750,2,60,"Tunis, Ain Zaghouan"
850,3,130,"Tunis, Ain Zaghouan"
1250,3,140,"Tunis, Ain Zaghouan"
1800,3,133,"Tunis, Ain Zaghouan"
1400,5,132,"Tunis, Ain Zaghouan"
1300,1,70,"Tunis, Ain Zaghouan"
850,2,110,"Tunis, Ain Zaghouan"
1300,2,60,"Tunis, Ain Zaghouan"
1050,3,150,"Tunis, Ain Zaghouan"
1250,3,140,"Tunis, Ain Zaghouan"
850,3,140,"Tunis, Ain Zaghouan"
1400,3,140,"Tunis, Ain Zaghouan"
1400,4,150,"Tunis, Ain Zaghouan"
700,2,120,"Tunis, Ain Zaghouan"
830,2,85,"Tunis, Ain Zaghouan"
1800,3,148,"Tunis, Ain Zaghouan"
3500,5,250,"Tunis, Ain Zaghouan"
800,2,90,"Tunis, Ain Zaghouan"
1200,3,110,"Tunis, Ain Zaghouan"
750,2,75,"Tunis, Ain Zaghouan"
700,1,70,"Tunis, Ain Zaghouan"
1600,2,82,"Tunis, Ain Zaghouan"
3500,5,300,"Tunis, Ain Zaghouan"
3500,5,300,"Tunis, Ain Zaghouan"
1200,1,72,"Tunis, Ain Zaghouan"
1000,2,65,"Tunis, Ain Zaghouan"
800,3,70,"Tunis, Ain Zaghouan"
750,3,78,"Tunis, Ain Zaghouan"
1200,2,70,"Tunis, Ain Zaghouan"
1100,4,140,"Tunis, Ain Zaghouan"
1000,4,140,"Tunis, Ain Zaghouan"
850,2,100,"Tunis, Ain Zaghouan"
850,2,100,"Tunis, Ain Zaghouan"
700,4,130,"Tunis, Ain Zaghouan"
750,4,120,"Tunis, Ain Zaghouan"
650,2,65,"Tunis, Ain Zaghouan"
2000,3,150,"Tunis, Ain Zaghouan"
1850,4,180,"Tunis, Ain Zaghouan"
1200,4,135,"Tunis, Ain Zaghouan"
1250,1,90,"Tunis, Ain Zaghouan"
850,1,60,"Tunis, Ain Zaghouan"
950,2,115,"Tunis, Ain Zaghouan"
2000,3,100,"Tunis, Ain Zaghouan"
1000,3,130,"Tunis, Ain Zaghouan"
1100,4,110,"Tunis, Ain Zaghouan"
2000,3,110,"Tunis, Ain Zaghouan"
1750,3,213,"Tunis, Ain Zaghouan"
1450,4,155,"Tunis, Ain Zaghouan"
1300,4,160,"Tunis, Ain Zaghouan"
800,2,100,"Tunis, Ain Zaghouan"
900,3,136,"Tunis, Ain Zaghouan"
900,3,136,"Tunis, Ain Zaghouan"
900,2,100,"Tunis, Ain Zaghouan"
1200,4,120,"Tunis, Ain Zaghouan"
1700,1,90,"Tunis, Ain Zaghouan"
850,2,100,"Tunis, Ain Zaghouan"
900,3,180,"Tunis, Ain Zaghouan"
950,1,70,"Tunis, Ain Zaghouan"
1100,2,80,"Tunis, Ain Zaghouan"
600,2,50,"Tunis, Ain Zaghouan"
1200,2,90,"Tunis, Ain Zaghouan"
1000,3,150,"Tunis, Ain Zaghouan"
800,1,45,"Tunis, Ain Zaghouan"
650,3,88,"Tunis, Ain Zaghouan"
900,3,122,"Tunis, Ain Zaghouan"
1500,4,145,"Tunis, Ain Zaghouan"
950,2,112,"Tunis, Ain Zaghouan"
2300,2,100,"Tunis, Ain Zaghouan"
900,2,70,"Tunis, Ain Zaghouan"
1200,1,70,"Tunis, Ain Zaghouan"
1200,2,70,"Tunis, Ain Zaghouan"
940,4,150,"Tunis, Ain Zaghouan"
285,4,100,"Tunis, Ain Zaghouan"
1150,3,135,"Tunis, Ain Zaghouan"
780,4,200,"Tunis, Ain Zaghouan"
750,2,60,"Tunis, Ain Zaghouan"
1000,2,70,"Tunis, Ain Zaghouan"
700,1,50,"Tunis, Ain Zaghouan"
900,2,60,"Tunis, Ain Zaghouan"
1200,3,100,"Tunis, Ain Zaghouan"
850,3,70,"Tunis, Ain Zaghouan"
1500,4,165,"Tunis, Ain Zaghouan"
950,2,115,"Tunis, Ain Zaghouan"
420,4,120,"Tunis, Ain Zaghouan"
700,2,65,"Tunis, Ain Zaghouan"
1500,1,60,"Tunis, Ain Zaghouan"
1000,2,80,"Tunis, Ain Zaghouan"
900,3,140,"Tunis, Ain Zaghouan"
750,1,50,"Tunis, Ain Zaghouan"
1300,4,150,"Tunis, Ain Zaghouan"
1150,2,135,"Tunis, Ain Zaghouan"
950,4,120,"Tunis, Ain Zaghouan"
750,3,100,"Tunis, Ain Zaghouan"
750,4,160,"Tunis, Ain Zaghouan"
850,4,150,"Tunis, Ain Zaghouan"
1800,2,120,"Tunis, Ain Zaghouan"
320,3,110,"Tunis, Ain Zaghouan"
1100,2,65,"Tunis, Ain Zaghouan"
650,2,70,"Tunis, Ain Zaghouan"
1650,3,150,"Tunis, Ain Zaghouan"
1200,2,65,"Tunis, Ain Zaghouan"
750,3,100,"Tunis, Ain Zaghouan"
1200,4,146,"Tunis, Ain Zaghouan"
1500,2,160,"Tunis, Ain Zaghouan"
980,3,110,"Tunis, Ain Zaghouan"
850,4,90,"Tunis, Ain Zaghouan"
850,4,90,"Tunis, Ain Zaghouan"
1500,2,80,"Tunis, Ain Zaghouan"
1200,3,150,"Tunis, Ain Zaghouan"
1000,3,160,"Tunis, Ain Zaghouan"
1000,2,100,"Tunis, Ain Zaghouan"
780,2,110,"Tunis, Ain Zaghouan"
1000,2,100,"Tunis, Ain Zaghouan"
1100,3,140,"Tunis, Ain Zaghouan"
1000,3,150,"Tunis, Ain Zaghouan"
850,3,70,"Tunis, Ain Zaghouan"
700,2,70,"Tunis, Ain Zaghouan"
700,2,70,"Tunis, Ain Zaghouan"
1000,3,170,"Tunis, Ain Zaghouan"
980,3,100,"Tunis, Ain Zaghouan"
800,1,75,"Tunis, Ain Zaghouan"
750,1,60,"Tunis, Ain Zaghouan"
750,1,60,"Tunis, Ain Zaghouan"
590,2,120,"Tunis, Ain Zaghouan"
1200,2,100,"Tunis, Ain Zaghouan"
2700,3,220,"Tunis, Ain Zaghouan"
800,1,75,"Tunis, Ain Zaghouan"
650,2,80,"Tunis, Ain Zaghouan"
650,2,80,"Tunis, Ain Zaghouan"
980,3,100,"Tunis, Ain Zaghouan"
1300,4,150,"Tunis, Ain Zaghouan"
650,2,70,"Tunis, Ain Zaghouan"
650,2,70,"Tunis, Ain Zaghouan"
980,3,100,"Tunis, Ain Zaghouan"
980,3,100,"Tunis, Ain Zaghouan"
1300,2,115,"Tunis, Ain Zaghouan"
1000,2,130,"Tunis, Ain Zaghouan"
650,1,60,"Tunis, Ain Zaghouan"
1200,2,120,"Tunis, Ain Zaghouan"
1300,2,115,"Tunis, Ain Zaghouan"
900,3,120,"Tunis, Ain Zaghouan"
980,3,100,"Tunis, Ain Zaghouan"
700,1,30,"Tunis, Ain Zaghouan"
750,2,80,"Tunis, Ain Zaghouan"
980,3,100,"Tunis, Ain Zaghouan"
980,3,100,"Tunis, Ain Zaghouan"
1500,3,137,"Tunis, Ain Zaghouan"
680,2,50,"Tunis, Ain Zaghouan"
1800,3,160,"Tunis, Ain Zaghouan"
1000,3,150,"Tunis, Ain Zaghouan"
730,1,60,"Tunis, Ain Zaghouan"
935,2,70,"Tunis, Ain Zaghouan"
1925,3,110,"Tunis, Ain Zaghouan"
1000,3,140,"Tunis, Ain Zaghouan"
1500,3,137,"Tunis, Ain Zaghouan"
1500,3,137,"Tunis, Ain Zaghouan"
1000,3,120,"Tunis, Ain Zaghouan"
1200,1,60,"Tunis, Ain Zaghouan"
1000,3,140,"Tunis, Ain Zaghouan"
1200,3,120,"Tunis, Ain Zaghouan"
1500,3,130,"Tunis, Ain Zaghouan"
700,1,62,"Tunis, Ain Zaghouan"
700,1,60,"Tunis, Ain Zaghouan"
900,2,70,"Tunis, Ain Zaghouan"
700,2,60,"Tunis, Ain Zaghouan"
950,3,112,"Tunis, Ain Zaghouan"
1150,4,125,"Tunis, Ain Zaghouan"
1000,5,170,"Tunis, Ain Zaghouan"
980,3,100,"Tunis, Ain Zaghouan"
1500,3,132,"Tunis, Ain Zaghouan"
1500,3,132,"Tunis, Ain Zaghouan"
700,2,45,"Tunis, Ain Zaghouan"
750,2,120,"Tunis, Ain Zaghouan"
750,2,120,"Tunis, Ain Zaghouan"
980,3,100,"Tunis, Ain Zaghouan"
1000,3,139,"Tunis, Ain Zaghouan"
1000,2,80,"Tunis, Ain Zaghouan"
1100,3,75,"Tunis, Ain Zaghouan"
750,1,60,"Tunis, Ain Zaghouan"
700,2,45,"Tunis, Ain Zaghouan"
1200,2,65,"Tunis, Ain Zaghouan"
1300,4,150,"Tunis, Ain Zaghouan"
900,2,100,"Tunis, Ain Zaghouan"
850,2,85,"Tunis, Ain Zaghouan"
800,2,67,"Tunis, Ain Zaghouan"
950,3,100,"Tunis, Ain Zaghouan"
1500,3,132,"Tunis, Ain Zaghouan"
950,4,155,"Tunis, Ain Zaghouan"
900,4,145,"Tunis, Ain Zaghouan"
1400,2,85,"Tunis, Ain Zaghouan"
850,2,100,"Tunis, Ain Zaghouan"
850,2,100,"Tunis, Ain Zaghouan"
900,3,120,"Tunis, Ain Zaghouan"
900,3,120,"Tunis, Ain Zaghouan"
900,3,120,"Tunis, Ain Zaghouan"
1400,3,125,"Tunis, Ain Zaghouan"
1150,3,156,"Tunis, Ain Zaghouan"
800,3,90,"Tunis, Ain Zaghouan"
950,5,155,"Tunis, Ain Zaghouan"
760,2,75,"Tunis, Ain Zaghouan"
670,2,78,"Tunis, Ain Zaghouan"
700,3,120,"Tunis, Ain Zaghouan"
1500,3,132,"Tunis, Ain Zaghouan"
1200,5,140,"Tunis, Ain Zaghouan"
700,2,70,"Tunis, Ain Zaghouan"
900,2,70,"Tunis, Ain Zaghouan"
950,3,120,"Tunis, Ain Zaghouan"
1500,3,80,"Tunis, Ain Zaghouan"
750,1,60,"Tunis, Ain Zaghouan"
1150,2,65,"Tunis, Ain Zaghouan"
1000,2,75,"Tunis, Ain Zaghouan"
900,2,78,"Tunis, Ain Zaghouan"
900,2,115,"Tunis, Ain Zaghouan"
900,2,115,"Tunis, Ain Zaghouan"
750,2,50,"Tunis, Ain Zaghouan"
950,4,140,"Tunis, Ain Zaghouan"
800,2,70,"Tunis, Ain Zaghouan"
950,3,100,"Tunis, Ain Zaghouan"
980,3,100,"Tunis, Ain Zaghouan"
1500,3,132,"Tunis, Ain Zaghouan"
900,4,160,"Tunis, Ain Zaghouan"
1100,2,90,"Tunis, Ain Zaghouan"
750,2,90,"Tunis, Ain Zaghouan"
635,2,80,"Tunis, Ain Zaghouan"
1300,2,120,"Tunis, Ain Zaghouan"
1300,3,100,"Tunis, Ain Zaghouan"
1500,3,132,"Tunis, Ain Zaghouan"
2200,4,150,"Tunis, Ain Zaghouan"
750,1,45,"Tunis, Ain Zaghouan"
1000,1,57,"Tunis, Ain Zaghouan"
850,2,70,"Tunis, Ain Zaghouan"
1500,3,90,"Tunis, Ain Zaghouan"
1695,3,140,"Tunis, Ain Zaghouan"
550,1,35,"Tunis, Ain Zaghouan"
700,1,70,"Tunis, Ain Zaghouan"
2000,4,115,"Tunis, Ain Zaghouan"
900,1,78,"Tunis, Ain Zaghouan"
900,2,120,"Tunis, Ain Zaghouan"
1400,3,160,"Tunis, Ain Zaghouan"
800,3,110,"Tunis, Ain Zaghouan"
1650,3,150,"Tunis, Ain Zaghouan"
1500,3,132,"Tunis, Ain Zaghouan"
650,2,100,"Tunis, Ain Zaghouan"
800,2,65,"Tunis, Ain Zaghouan"
750,2,58,"Tunis, Ain Zaghouan"
1800,5,160,"Tunis, Ain Zaghouan"
750,1,70,"Tunis, Ain Zaghouan"
700,1,60,"Tunis, Ain Zaghouan"
1000,1,80,"Tunis, Ain Zaghouan"
1800,2,76,"Tunis, Ain Zaghouan"
700,2,75,"Tunis, Ain Zaghouan"
800,2,100,"Tunis, Ain Zaghouan"
650,2,76,"Tunis, Ain Zaghouan"
800,2,110,"Tunis, Ain Zaghouan"
800,2,110,"Tunis, Ain Zaghouan"
1400,3,120,"Tunis, Ain Zaghouan"
1250,3,90,"Tunis, Ain Zaghouan"
2500,4,140,"Tunis, Ain Zaghouan"
2000,4,160,"Tunis, Ain Zaghouan"
1500,5,250,"Tunis, Ain Zaghouan"
1500,2,80,"Tunis, Ain Zaghouan"
900,2,50,"Tunis, Ain Zaghouan"
130,2,40,"Tunis, Ain Zaghouan"
910,2,52,"Tunis, Ain Zaghouan"
150,2,35,"Tunis, Ain Zaghouan"
1550,2,75,"Tunis, Ain Zaghouan"
150,2,25,"Tunis, Ain Zaghouan"
150,2,65,"Tunis, Ain Zaghouan"
1500,2,40,"Tunis, Ain Zaghouan"
1000,2,57,"Tunis, Ain Zaghouan"
150,2,65,"Tunis, Ain Zaghouan"
680,2,60,"Tunis, Ain Zaghouan"
700,2,80,"Tunis, Ain Zaghouan"
750,2,65,"Tunis, Ain Zaghouan"
150,3,80,"Tunis, Ain Zaghouan"
150,3,75,"Tunis, Ain Zaghouan"
1200,3,127,"Tunis, Ain Zaghouan"
150,3,60,"Tunis, Ain Zaghouan"
1250,3,65,"Tunis, Ain Zaghouan"
750,3,100,"Tunis, Ain Zaghouan"
850,3,60,"Tunis, Ain Zaghouan"
1500,3,75,"Tunis, Ain Zaghouan"
500,3,75,"Tunis, Ain Zaghouan"
800,3,70,"Tunis, Ain Zaghouan"
900,3,120,"Tunis, Ain Zaghouan"
600,3,70,"Tunis, Ain Zaghouan"
900,3,115,"Tunis, Ain Zaghouan"
1800,3,114,"Tunis, Ain Zaghouan"
800,3,120,"Tunis, Ain Zaghouan"
1300,3,60,"Tunis, Ain Zaghouan"
1500,3,90,"Tunis, Ain Zaghouan"
680,3,70,"Tunis, Ain Zaghouan"
650,3,115,"Tunis, Ain Zaghouan"
2000,3,60,"Tunis, Ain Zaghouan"
900,3,105,"Tunis, Ain Zaghouan"
800,3,100,"Tunis, Ain Zaghouan"
800,3,100,"Tunis, Ain Zaghouan"
1300,3,65,"Tunis, Ain Zaghouan"
750,3,80,"Tunis, Ain Zaghouan"
150,3,70,"Tunis, Ain Zaghouan"
750,3,81,"Tunis, Ain Zaghouan"
2000,3,112,"Tunis, Ain Zaghouan"
1500,3,90,"Tunis, Ain Zaghouan"
2500,3,148,"Tunis, Ain Zaghouan"
500,3,100,"Tunis, Ain Zaghouan"
1700,3,80,"Tunis, Ain Zaghouan"
935,3,70,"Tunis, Ain Zaghouan"
1300,3,60,"Tunis, Ain Zaghouan"
1300,3,100,"Tunis, Ain Zaghouan"
1600,3,82,"Tunis, Ain Zaghouan"
850,3,70,"Tunis, Ain Zaghouan"
950,3,75,"Tunis, Ain Zaghouan"
1300,3,120,"Tunis, Ain Zaghouan"
1000,3,70,"Tunis, Ain Zaghouan"
150,3,75,"Tunis, Ain Zaghouan"
1000,3,70,"Tunis, Ain Zaghouan"
600,3,80,"Tunis, Ain Zaghouan"
1300,4,115,"Tunis, Ain Zaghouan"
1800,4,140,"Tunis, Ain Zaghouan"
1250,4,120,"Tunis, Ain Zaghouan"
2500,4,135,"Tunis, Ain Zaghouan"
4000,4,198,"Tunis, Ain Zaghouan"
950,4,120,"Tunis, Ain Zaghouan"
1300,4,150,"Tunis, Ain Zaghouan"
1300,4,115,"Tunis, Ain Zaghouan"
1800,4,135,"Tunis, Ain Zaghouan"
1000,4,100,"Tunis, Ain Zaghouan"
1700,4,80,"Tunis, Ain Zaghouan"
950,4,120,"Tunis, Ain Zaghouan"
1800,4,148,"Tunis, Ain Zaghouan"
