Price,Room,Sqr_Meter,Location,City,Unit
330000,4,142,"Nabeul, Hammamet",Hammamet,2323.943662
330000,4,140,"Nabeul, Hammamet",Hammamet,2357.142857
330000,4,250,"Nabeul, Hammamet",Hammamet,1320
330000,4,120,"Nabeul, Hammamet",Hammamet,2750
330000,4,142,"Nabeul, Hammamet",Hammamet,2323.943662
330000,4,90,"Nabeul, Hammamet",Hammamet,3666.666667
335000,4,195,"Nabeul, Hammamet",Hammamet,1717.948718
335000,4,195,"Nabeul, Hammamet",Hammamet,1717.948718
337962,4,113,"Nabeul, Hammamet",Hammamet,2990.814159
339000,4,120,"Nabeul, Hammamet",Hammamet,2825
339000,4,110,"Nabeul, Hammamet",Hammamet,3081.818182
339000,4,110,"Nabeul, Hammamet",Hammamet,3081.818182
339000,4,110,"Nabeul, Hammamet",Hammamet,3081.818182
340000,4,134,"Nabeul, Hammamet",Hammamet,2537.313433
340000,4,110,"Nabeul, Hammamet",Hammamet,3090.909091
340000,4,108,"Nabeul, Hammamet",Hammamet,3148.148148
340000,4,108,"Nabeul, Hammamet",Hammamet,3148.148148
340000,4,110,"Nabeul, Hammamet",Hammamet,3090.909091
340000,4,108,"Nabeul, Hammamet",Hammamet,3148.148148
345000,4,110,"Nabeul, Hammamet",Hammamet,3136.363636
345000,4,106,"Nabeul, Hammamet",Hammamet,3254.716981
345000,4,106,"Nabeul, Hammamet",Hammamet,3254.716981
350000,4,110,"Nabeul, Hammamet",Hammamet,3181.818182
350000,4,110,"Nabeul, Hammamet",Hammamet,3181.818182
350000,4,97,"Nabeul, Hammamet",Hammamet,3608.247423
350000,4,102,"Nabeul, Hammamet",Hammamet,3431.372549
350000,4,105,"Nabeul, Hammamet",Hammamet,3333.333333
350000,4,195,"Nabeul, Hammamet",Hammamet,1794.871795
350000,4,220,"Nabeul, Hammamet",Hammamet,1590.909091
350000,4,114,"Nabeul, Hammamet",Hammamet,3070.175439
350000,4,210,"Nabeul, Hammamet",Hammamet,1666.666667
350000,4,137,"Nabeul, Hammamet",Hammamet,2554.744526
350000,4,83,"Nabeul, Hammamet",Hammamet,4216.86747
350000,4,110,"Nabeul, Hammamet",Hammamet,3181.818182
350000,4,92,"Nabeul, Hammamet",Hammamet,3804.347826
350000,4,210,"Nabeul, Hammamet",Hammamet,1666.666667
350000,4,100,"Nabeul, Hammamet",Hammamet,3500
350000,4,210,"Nabeul, Hammamet",Hammamet,1666.666667
350000,4,87,"Nabeul, Hammamet",Hammamet,4022.988506
350000,4,126,"Nabeul, Hammamet",Hammamet,2777.777778
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,110,"Nabeul, Hammamet",Hammamet,3181.818182
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,110,"Nabeul, Hammamet",Hammamet,3181.818182
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,110,"Nabeul, Hammamet",Hammamet,3181.818182
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,137,"Nabeul, Hammamet",Hammamet,2554.744526
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,137,"Nabeul, Hammamet",Hammamet,2554.744526
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,100,"Nabeul, Hammamet",Hammamet,3500
350000,4,110,"Nabeul, Hammamet",Hammamet,3181.818182
350000,4,110,"Nabeul, Hammamet",Hammamet,3181.818182
350000,4,110,"Nabeul, Hammamet",Hammamet,3181.818182
350000,4,110,"Nabeul, Hammamet",Hammamet,3181.818182
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,110,"Nabeul, Hammamet",Hammamet,3181.818182
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,110,"Nabeul, Hammamet",Hammamet,3181.818182
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,110,"Nabeul, Hammamet",Hammamet,3181.818182
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,137,"Nabeul, Hammamet",Hammamet,2554.744526
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,137,"Nabeul, Hammamet",Hammamet,2554.744526
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,140,"Nabeul, Hammamet",Hammamet,2500
350000,4,100,"Nabeul, Hammamet",Hammamet,3500
350000,4,110,"Nabeul, Hammamet",Hammamet,3181.818182
350000,4,284,"Nabeul, Hammamet",Hammamet,1232.394366
360000,4,105,"Nabeul, Hammamet",Hammamet,3428.571429
360000,4,110,"Nabeul, Hammamet",Hammamet,3272.727273
360000,4,106,"Nabeul, Hammamet",Hammamet,3396.226415
360000,4,150,"Nabeul, Hammamet",Hammamet,2400
360000,4,110,"Nabeul, Hammamet",Hammamet,3272.727273
360000,4,119,"Nabeul, Hammamet",Hammamet,3025.210084
360000,4,136,"Nabeul, Hammamet",Hammamet,2647.058824
362000,4,113,"Nabeul, Hammamet",Hammamet,3203.539823
363000,4,130,"Nabeul, Hammamet",Hammamet,2792.307692
365000,4,300,"Nabeul, Hammamet",Hammamet,1216.666667
366000,4,116,"Nabeul, Hammamet",Hammamet,3155.172414
366000,4,116,"Nabeul, Hammamet",Hammamet,3155.172414
369000,4,124,"Nabeul, Hammamet",Hammamet,2975.806452
370000,4,91,"Nabeul, Hammamet",Hammamet,4065.934066
370000,4,125,"Nabeul, Hammamet",Hammamet,2960
370000,4,309,"Nabeul, Hammamet",Hammamet,1197.411003
370000,4,110,"Nabeul, Hammamet",Hammamet,3363.636364
370000,4,110,"Nabeul, Hammamet",Hammamet,3363.636364
370000,4,150,"Nabeul, Hammamet",Hammamet,2466.666667
370000,4,91,"Nabeul, Hammamet",Hammamet,4065.934066
370000,4,125,"Nabeul, Hammamet",Hammamet,2960
370000,4,125,"Nabeul, Hammamet",Hammamet,2960
370000,4,108,"Nabeul, Hammamet",Hammamet,3425.925926
371000,4,90,"Nabeul, Hammamet",Hammamet,4122.222222
371000,4,90,"Nabeul, Hammamet",Hammamet,4122.222222
378450,4,131,"Nabeul, Hammamet",Hammamet,2888.931298
378450,4,131,"Nabeul, Hammamet",Hammamet,2888.931298
380000,4,110,"Nabeul, Hammamet",Hammamet,3454.545455
380000,4,100,"Nabeul, Hammamet",Hammamet,3800
380000,4,107,"Nabeul, Hammamet",Hammamet,3551.401869
380000,4,107,"Nabeul, Hammamet",Hammamet,3551.401869
380000,4,100,"Nabeul, Hammamet",Hammamet,3800
380000,4,200,"Nabeul, Hammamet",Hammamet,1900
380000,4,108,"Nabeul, Hammamet",Hammamet,3518.518519
380000,4,300,"Nabeul, Hammamet",Hammamet,1266.666667
385000,4,138,"Nabeul, Hammamet",Hammamet,2789.855072
385000,4,161,"Nabeul, Hammamet",Hammamet,2391.304348
385000,4,110,"Nabeul, Hammamet",Hammamet,3500
390000,4,108,"Nabeul, Hammamet",Hammamet,3611.111111
390000,4,167,"Nabeul, Hammamet",Hammamet,2335.329341
395000,4,115,"Nabeul, Hammamet",Hammamet,3434.782609
395000,4,206,"Nabeul, Hammamet",Hammamet,1917.475728
395000,4,100,"Nabeul, Hammamet",Hammamet,3950
395000,4,115,"Nabeul, Hammamet",Hammamet,3434.782609
399000,4,96,"Nabeul, Hammamet",Hammamet,4156.25
399000,4,96,"Nabeul, Hammamet",Hammamet,4156.25
400000,4,130,"Nabeul, Hammamet",Hammamet,3076.923077
400000,4,135,"Nabeul, Hammamet",Hammamet,2962.962963
400000,4,150,"Nabeul, Hammamet",Hammamet,2666.666667
400000,4,167,"Nabeul, Hammamet",Hammamet,2395.209581
400000,4,160,"Nabeul, Hammamet",Hammamet,2500
405000,4,200,"Nabeul, Hammamet",Hammamet,2025
405000,4,180,"Nabeul, Hammamet",Hammamet,2250
405000,4,200,"Nabeul, Hammamet",Hammamet,2025
405000,4,200,"Nabeul, Hammamet",Hammamet,2025
408000,4,154,"Nabeul, Hammamet",Hammamet,2649.350649
408000,4,154,"Nabeul, Hammamet",Hammamet,2649.350649
410000,4,165,"Nabeul, Hammamet",Hammamet,2484.848485
420000,4,175,"Nabeul, Hammamet",Hammamet,2400
420000,4,175,"Nabeul, Hammamet",Hammamet,2400
425000,4,170,"Nabeul, Hammamet",Hammamet,2500
435000,4,240,"Nabeul, Hammamet",Hammamet,1812.5
435000,4,223,"Nabeul, Hammamet",Hammamet,1950.672646
440000,4,148,"Nabeul, Hammamet",Hammamet,2972.972973
440000,4,134,"Nabeul, Hammamet",Hammamet,3283.58209
450000,4,140,"Nabeul, Hammamet",Hammamet,3214.285714
450000,4,110,"Nabeul, Hammamet",Hammamet,4090.909091
450000,4,110,"Nabeul, Hammamet",Hammamet,4090.909091
450000,4,120,"Nabeul, Hammamet",Hammamet,3750
450000,4,215,"Nabeul, Hammamet",Hammamet,2093.023256
450000,4,90,"Nabeul, Hammamet",Hammamet,5000
450000,4,100,"Nabeul, Hammamet",Hammamet,4500
450000,4,170,"Nabeul, Hammamet",Hammamet,2647.058824
450000,4,170,"Nabeul, Hammamet",Hammamet,2647.058824
460000,4,99,"Nabeul, Hammamet",Hammamet,4646.464646
460000,4,109,"Nabeul, Hammamet",Hammamet,4220.183486
460000,4,140,"Nabeul, Hammamet",Hammamet,3285.714286
460000,4,184,"Nabeul, Hammamet",Hammamet,2500
470000,4,174,"Nabeul, Hammamet",Hammamet,2701.149425
470000,4,174,"Nabeul, Hammamet",Hammamet,2701.149425
480000,4,90,"Nabeul, Hammamet",Hammamet,5333.333333
480000,4,180,"Nabeul, Hammamet",Hammamet,2666.666667
490000,4,135,"Nabeul, Hammamet",Hammamet,3629.62963
490000,4,172,"Nabeul, Hammamet",Hammamet,2848.837209
490000,4,175,"Nabeul, Hammamet",Hammamet,2800
490000,4,134,"Nabeul, Hammamet",Hammamet,3656.716418
495000,4,180,"Nabeul, Hammamet",Hammamet,2750
500000,4,144,"Nabeul, Hammamet",Hammamet,3472.222222
500000,4,100,"Nabeul, Hammamet",Hammamet,5000
500000,4,105,"Nabeul, Hammamet",Hammamet,4761.904762
500000,4,165,"Nabeul, Hammamet",Hammamet,3030.30303
520000,4,120,"Nabeul, Hammamet",Hammamet,4333.333333
530000,4,165,"Nabeul, Hammamet",Hammamet,3212.121212
540000,4,137,"Nabeul, Hammamet",Hammamet,3941.605839
540000,4,270,"Nabeul, Hammamet",Hammamet,2000
540000,4,137,"Nabeul, Hammamet",Hammamet,3941.605839
540000,4,270,"Nabeul, Hammamet",Hammamet,2000
540000,4,137,"Nabeul, Hammamet",Hammamet,3941.605839
540000,4,270,"Nabeul, Hammamet",Hammamet,2000
540000,4,137,"Nabeul, Hammamet",Hammamet,3941.605839
540000,4,270,"Nabeul, Hammamet",Hammamet,2000
540000,4,270,"Nabeul, Hammamet",Hammamet,2000
550000,4,180,"Nabeul, Hammamet",Hammamet,3055.555556
550000,4,180,"Nabeul, Hammamet",Hammamet,3055.555556
550000,4,180,"Nabeul, Hammamet",Hammamet,3055.555556
550000,4,180,"Nabeul, Hammamet",Hammamet,3055.555556
550000,4,180,"Nabeul, Hammamet",Hammamet,3055.555556
550000,4,180,"Nabeul, Hammamet",Hammamet,3055.555556
550000,4,180,"Nabeul, Hammamet",Hammamet,3055.555556
570000,4,127,"Nabeul, Hammamet",Hammamet,4488.188976
570000,4,222,"Nabeul, Hammamet",Hammamet,2567.567568
580000,4,120,"Nabeul, Hammamet",Hammamet,4833.333333
590000,4,139,"Nabeul, Hammamet",Hammamet,4244.604317
590000,4,137,"Nabeul, Hammamet",Hammamet,4306.569343
590000,4,137,"Nabeul, Hammamet",Hammamet,4306.569343
590000,4,226,"Nabeul, Hammamet",Hammamet,2610.619469
590000,4,226,"Nabeul, Hammamet",Hammamet,2610.619469
590000,4,226,"Nabeul, Hammamet",Hammamet,2610.619469
590000,4,226,"Nabeul, Hammamet",Hammamet,2610.619469
590000,4,226,"Nabeul, Hammamet",Hammamet,2610.619469
590000,4,137,"Nabeul, Hammamet",Hammamet,4306.569343
590000,4,137,"Nabeul, Hammamet",Hammamet,4306.569343
590000,4,226,"Nabeul, Hammamet",Hammamet,2610.619469
590000,4,226,"Nabeul, Hammamet",Hammamet,2610.619469
600000,4,230,"Nabeul, Hammamet",Hammamet,2608.695652
600000,4,230,"Nabeul, Hammamet",Hammamet,2608.695652
640000,4,157,"Nabeul, Hammamet",Hammamet,4076.433121
650000,4,180,"Nabeul, Hammamet",Hammamet,3611.111111
680000,4,122,"Nabeul, Hammamet",Hammamet,5573.770492
680000,4,307,"Nabeul, Hammamet",Hammamet,2214.983713
690000,4,128,"Nabeul, Hammamet",Hammamet,5390.625
690000,4,128,"Nabeul, Hammamet",Hammamet,5390.625
690000,4,128,"Nabeul, Hammamet",Hammamet,5390.625
690000,4,128,"Nabeul, Hammamet",Hammamet,5390.625
690000,4,307,"Nabeul, Hammamet",Hammamet,2247.557003
690000,4,137,"Nabeul, Hammamet",Hammamet,5036.49635
690000,4,307,"Nabeul, Hammamet",Hammamet,2247.557003
690000,4,128,"Nabeul, Hammamet",Hammamet,5390.625
690000,4,128,"Nabeul, Hammamet",Hammamet,5390.625
690000,4,200,"Nabeul, Hammamet",Hammamet,3450
690000,4,200,"Nabeul, Hammamet",Hammamet,3450
690000,4,200,"Nabeul, Hammamet",Hammamet,3450
690000,4,200,"Nabeul, Hammamet",Hammamet,3450
690000,4,200,"Nabeul, Hammamet",Hammamet,3450
690000,4,140,"Nabeul, Hammamet",Hammamet,4928.571429
690000,4,140,"Nabeul, Hammamet",Hammamet,4928.571429
690000,4,140,"Nabeul, Hammamet",Hammamet,4928.571429
690000,4,200,"Nabeul, Hammamet",Hammamet,3450
690000,4,200,"Nabeul, Hammamet",Hammamet,3450
690000,4,200,"Nabeul, Hammamet",Hammamet,3450
690000,4,200,"Nabeul, Hammamet",Hammamet,3450
690000,4,200,"Nabeul, Hammamet",Hammamet,3450
690000,4,140,"Nabeul, Hammamet",Hammamet,4928.571429
70000,5,100,"Nabeul, Hammamet",Hammamet,700
70000,5,58,"Nabeul, Hammamet",Hammamet,1206.896552
75000,5,75,"Nabeul, Hammamet",Hammamet,1000
78000,5,80,"Nabeul, Hammamet",Hammamet,975
78000,5,80,"Nabeul, Hammamet",Hammamet,975
78000,5,80,"Nabeul, Hammamet",Hammamet,975
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,90,"Nabeul, Hammamet",Hammamet,888.8888889
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,110,"Nabeul, Hammamet",Hammamet,727.2727273
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,90,"Nabeul, Hammamet",Hammamet,888.8888889
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
80000,5,80,"Nabeul, Hammamet",Hammamet,1000
100000,5,150,"Nabeul, Hammamet",Hammamet,666.6666667
100000,5,65,"Nabeul, Hammamet",Hammamet,1538.461538
110000,5,65,"Nabeul, Hammamet",Hammamet,1692.307692
110000,5,100,"Nabeul, Hammamet",Hammamet,1100
110000,5,100,"Nabeul, Hammamet",Hammamet,1100
115000,5,70,"Nabeul, Hammamet",Hammamet,1642.857143
115000,5,65,"Nabeul, Hammamet",Hammamet,1769.230769
115000,5,65,"Nabeul, Hammamet",Hammamet,1769.230769
117000,5,196,"Nabeul, Hammamet",Hammamet,596.9387755
117000,5,196,"Nabeul, Hammamet",Hammamet,596.9387755
117000,5,196,"Nabeul, Hammamet",Hammamet,596.9387755
117000,5,196,"Nabeul, Hammamet",Hammamet,596.9387755
117000,5,196,"Nabeul, Hammamet",Hammamet,596.9387755
120000,5,300,"Nabeul, Hammamet",Hammamet,400
120000,5,90,"Nabeul, Hammamet",Hammamet,1333.333333
125000,5,220,"Nabeul, Hammamet",Hammamet,568.1818182
125000,5,70,"Nabeul, Hammamet",Hammamet,1785.714286
125000,5,150,"Nabeul, Hammamet",Hammamet,833.3333333
127000,5,45,"Nabeul, Hammamet",Hammamet,2822.222222
128000,5,200,"Nabeul, Hammamet",Hammamet,640
128000,5,250,"Nabeul, Hammamet",Hammamet,512
128000,5,250,"Nabeul, Hammamet",Hammamet,512
128000,5,250,"Nabeul, Hammamet",Hammamet,512
128000,5,250,"Nabeul, Hammamet",Hammamet,512
128000,5,250,"Nabeul, Hammamet",Hammamet,512
128000,5,250,"Nabeul, Hammamet",Hammamet,512
128000,5,250,"Nabeul, Hammamet",Hammamet,512
128000,5,250,"Nabeul, Hammamet",Hammamet,512
128000,5,250,"Nabeul, Hammamet",Hammamet,512
128000,5,250,"Nabeul, Hammamet",Hammamet,512
128000,5,250,"Nabeul, Hammamet",Hammamet,512
128000,5,250,"Nabeul, Hammamet",Hammamet,512
130000,5,98,"Nabeul, Hammamet",Hammamet,1326.530612
130000,5,200,"Nabeul, Hammamet",Hammamet,650
130000,5,200,"Nabeul, Hammamet",Hammamet,650
130000,5,200,"Nabeul, Hammamet",Hammamet,650
130000,5,200,"Nabeul, Hammamet",Hammamet,650
130000,5,200,"Nabeul, Hammamet",Hammamet,650
135000,5,170,"Nabeul, Hammamet",Hammamet,794.1176471
135000,5,250,"Nabeul, Hammamet",Hammamet,540
135000,5,250,"Nabeul, Hammamet",Hammamet,540
135000,5,250,"Nabeul, Hammamet",Hammamet,540
135000,5,250,"Nabeul, Hammamet",Hammamet,540
145000,5,120,"Nabeul, Hammamet",Hammamet,1208.333333
145000,5,300,"Nabeul, Hammamet",Hammamet,483.3333333
150000,5,150,"Nabeul, Hammamet",Hammamet,1000
150000,5,150,"Nabeul, Hammamet",Hammamet,1000
150000,5,75,"Nabeul, Hammamet",Hammamet,2000
180000,5,150,"Nabeul, Hammamet",Hammamet,1200
180000,5,255,"Nabeul, Hammamet",Hammamet,705.8823529
180000,5,255,"Nabeul, Hammamet",Hammamet,705.8823529
180000,5,225,"Nabeul, Hammamet",Hammamet,800
180000,5,150,"Nabeul, Hammamet",Hammamet,1200
180000,5,255,"Nabeul, Hammamet",Hammamet,705.8823529
180000,5,255,"Nabeul, Hammamet",Hammamet,705.8823529
180000,5,225,"Nabeul, Hammamet",Hammamet,800
180000,5,150,"Nabeul, Hammamet",Hammamet,1200
180000,5,255,"Nabeul, Hammamet",Hammamet,705.8823529
180000,5,255,"Nabeul, Hammamet",Hammamet,705.8823529
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
185000,5,180,"Nabeul, Hammamet",Hammamet,1027.777778
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
185000,5,180,"Nabeul, Hammamet",Hammamet,1027.777778
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
185000,5,80,"Nabeul, Hammamet",Hammamet,2312.5
186000,5,200,"Nabeul, Hammamet",Hammamet,930
190000,5,200,"Nabeul, Hammamet",Hammamet,950
200000,5,160,"Nabeul, Hammamet",Hammamet,1250
200000,5,200,"Nabeul, Hammamet",Hammamet,1000
200000,5,200,"Nabeul, Hammamet",Hammamet,1000
200000,5,200,"Nabeul, Hammamet",Hammamet,1000
200000,5,200,"Nabeul, Hammamet",Hammamet,1000
210000,5,95,"Nabeul, Hammamet",Hammamet,2210.526316
210000,5,95,"Nabeul, Hammamet",Hammamet,2210.526316
218000,5,87,"Nabeul, Hammamet",Hammamet,2505.747126
218000,5,87,"Nabeul, Hammamet",Hammamet,2505.747126
225000,5,100,"Nabeul, Hammamet",Hammamet,2250
230000,5,130,"Nabeul, Hammamet",Hammamet,1769.230769
230000,5,122,"Nabeul, Hammamet",Hammamet,1885.245902
230000,5,122,"Nabeul, Hammamet",Hammamet,1885.245902
230000,5,225,"Nabeul, Hammamet",Hammamet,1022.222222
235000,5,83,"Nabeul, Hammamet",Hammamet,2831.325301
235000,5,140,"Nabeul, Hammamet",Hammamet,1678.571429
235000,5,160,"Nabeul, Hammamet",Hammamet,1468.75
235000,5,80,"Nabeul, Hammamet",Hammamet,2937.5
235000,5,80,"Nabeul, Hammamet",Hammamet,2937.5
235000,5,80,"Nabeul, Hammamet",Hammamet,2937.5
235000,5,80,"Nabeul, Hammamet",Hammamet,2937.5
239000,5,80,"Nabeul, Hammamet",Hammamet,2987.5
240000,5,240,"Nabeul, Hammamet",Hammamet,1000
240000,5,240,"Nabeul, Hammamet",Hammamet,1000
245000,5,124,"Nabeul, Hammamet",Hammamet,1975.806452
245000,5,110,"Nabeul, Hammamet",Hammamet,2227.272727
245000,5,125,"Nabeul, Hammamet",Hammamet,1960
245000,5,125,"Nabeul, Hammamet",Hammamet,1960
245000,5,124,"Nabeul, Hammamet",Hammamet,1975.806452
245000,5,124,"Nabeul, Hammamet",Hammamet,1975.806452
245000,5,80,"Nabeul, Hammamet",Hammamet,3062.5
245000,5,124,"Nabeul, Hammamet",Hammamet,1975.806452
245000,5,80,"Nabeul, Hammamet",Hammamet,3062.5
249000,5,80,"Nabeul, Hammamet",Hammamet,3112.5
250000,5,300,"Nabeul, Hammamet",Hammamet,833.3333333
250000,5,136,"Nabeul, Hammamet",Hammamet,1838.235294
250000,5,128,"Nabeul, Hammamet",Hammamet,1953.125
250000,5,60,"Nabeul, Hammamet",Hammamet,4166.666667
250000,5,200,"Nabeul, Hammamet",Hammamet,1250
250000,5,196,"Nabeul, Hammamet",Hammamet,1275.510204
250000,5,120,"Nabeul, Hammamet",Hammamet,2083.333333
250000,5,120,"Nabeul, Hammamet",Hammamet,2083.333333
250000,5,196,"Nabeul, Hammamet",Hammamet,1275.510204
255000,5,196,"Nabeul, Hammamet",Hammamet,1301.020408
255000,5,196,"Nabeul, Hammamet",Hammamet,1301.020408
258000,5,260,"Nabeul, Hammamet",Hammamet,992.3076923
258000,5,266,"Nabeul, Hammamet",Hammamet,969.924812
258000,5,260,"Nabeul, Hammamet",Hammamet,992.3076923
260000,5,93,"Nabeul, Hammamet",Hammamet,2795.698925
263000,5,130,"Nabeul, Hammamet",Hammamet,2023.076923
263000,5,130,"Nabeul, Hammamet",Hammamet,2023.076923
263000,5,130,"Nabeul, Hammamet",Hammamet,2023.076923
263000,5,130,"Nabeul, Hammamet",Hammamet,2023.076923
263000,5,130,"Nabeul, Hammamet",Hammamet,2023.076923
263000,5,130,"Nabeul, Hammamet",Hammamet,2023.076923
263000,5,130,"Nabeul, Hammamet",Hammamet,2023.076923
263000,5,130,"Nabeul, Hammamet",Hammamet,2023.076923
263000,5,130,"Nabeul, Hammamet",Hammamet,2023.076923
263000,5,130,"Nabeul, Hammamet",Hammamet,2023.076923
263000,5,130,"Nabeul, Hammamet",Hammamet,2023.076923
263000,5,130,"Nabeul, Hammamet",Hammamet,2023.076923
265000,5,265,"Nabeul, Hammamet",Hammamet,1000
265000,5,124,"Nabeul, Hammamet",Hammamet,2137.096774
265000,5,80,"Nabeul, Hammamet",Hammamet,3312.5
265000,5,124,"Nabeul, Hammamet",Hammamet,2137.096774
270000,5,180,"Nabeul, Hammamet",Hammamet,1500
270000,5,120,"Nabeul, Hammamet",Hammamet,2250
270000,5,200,"Nabeul, Hammamet",Hammamet,1350
270000,5,200,"Nabeul, Hammamet",Hammamet,1350
270000,5,200,"Nabeul, Hammamet",Hammamet,1350
270000,5,200,"Nabeul, Hammamet",Hammamet,1350
270000,5,200,"Nabeul, Hammamet",Hammamet,1350
280000,5,300,"Nabeul, Hammamet",Hammamet,933.3333333
280000,5,300,"Nabeul, Hammamet",Hammamet,933.3333333
280000,5,300,"Nabeul, Hammamet",Hammamet,933.3333333
280000,5,300,"Nabeul, Hammamet",Hammamet,933.3333333
280000,5,200,"Nabeul, Hammamet",Hammamet,1400
288000,5,131,"Nabeul, Hammamet",Hammamet,2198.473282
290000,5,130,"Nabeul, Hammamet",Hammamet,2230.769231
290000,5,167,"Nabeul, Hammamet",Hammamet,1736.526946
