Price,Room,Sqr_Meter,Location,City,Unit
100000,2,72,"Ben arous, Ben arous",Ben Arous,1388.888889
85000,3,85,"Ben arous, Ben arous",Ben Arous,1000
85000,3,80,"Ben arous, Ben arous",Ben Arous,1062.5
135000,3,110,"Ben arous, Ben arous",Ben Arous,1227.272727
160000,3,100,"Ben arous, Ben arous",Ben Arous,1600
170000,3,140,"Ben arous, Ben arous",Ben Arous,1214.285714
184000,3,101,"Ben arous, Ben arous",Ben Arous,1821.782178
190000,3,112,"Ben arous, Ben arous",Ben Arous,1696.428571
238000,3,113,"Ben arous, Ben arous",Ben Arous,2106.19469
320000,3,250,"Ben arous, Ben arous",Ben Arous,1280
70000,4,55,"Ben arous, Ben arous",Ben Arous,1272.727273
72000,4,55,"Ben arous, Ben arous",Ben Arous,1309.090909
80000,4,75,"Ben arous, Ben arous",Ben Arous,1066.666667
90000,4,85,"Ben arous, Ben arous",Ben Arous,1058.823529
95000,4,54,"Ben arous, Ben arous",Ben Arous,1759.259259
95000,4,54,"Ben arous, Ben arous",Ben Arous,1759.259259
100000,4,90,"Ben arous, Ben arous",Ben Arous,1111.111111
105000,4,65,"Ben arous, Ben arous",Ben Arous,1615.384615
105000,4,80,"Ben arous, Ben arous",Ben Arous,1312.5
120000,4,55,"Ben arous, Ben arous",Ben Arous,2181.818182
120000,4,85,"Ben arous, Ben arous",Ben Arous,1411.764706
120000,4,74,"Ben arous, Ben arous",Ben Arous,1621.621622
130000,4,110,"Ben arous, Ben arous",Ben Arous,1181.818182
130000,4,97,"Ben arous, Ben arous",Ben Arous,1340.206186
135000,4,97,"Ben arous, Ben arous",Ben Arous,1391.752577
135000,4,110,"Ben arous, Ben arous",Ben Arous,1227.272727
135000,4,97,"Ben arous, Ben arous",Ben Arous,1391.752577
140000,4,100,"Ben arous, Ben arous",Ben Arous,1400
150000,4,120,"Ben arous, Ben arous",Ben Arous,1250
155000,4,85,"Ben arous, Ben arous",Ben Arous,1823.529412
155000,4,103,"Ben arous, Ben arous",Ben Arous,1504.854369
160000,4,89,"Ben arous, Ben arous",Ben Arous,1797.752809
163620,4,101,"Ben arous, Ben arous",Ben Arous,1620
164000,4,101,"Ben arous, Ben arous",Ben Arous,1623.762376
164000,4,101,"Ben arous, Ben arous",Ben Arous,1623.762376
170000,4,111,"Ben arous, Ben arous",Ben Arous,1531.531532
170000,4,111,"Ben arous, Ben arous",Ben Arous,1531.531532
170000,4,112,"Ben arous, Ben arous",Ben Arous,1517.857143
170000,4,93,"Ben arous, Ben arous",Ben Arous,1827.956989
173000,4,100,"Ben arous, Ben arous",Ben Arous,1730
184000,4,101,"Ben arous, Ben arous",Ben Arous,1821.782178
185000,4,150,"Ben arous, Ben arous",Ben Arous,1233.333333
185000,4,136,"Ben arous, Ben arous",Ben Arous,1360.294118
200000,4,140,"Ben arous, Ben arous",Ben Arous,1428.571429
220000,4,115,"Ben arous, Ben arous",Ben Arous,1913.043478
220000,4,100,"Ben arous, Ben arous",Ben Arous,2200
225000,4,144,"Ben arous, Ben arous",Ben Arous,1562.5
230000,4,133,"Ben arous, Ben arous",Ben Arous,1729.323308
235000,4,147,"Ben arous, Ben arous",Ben Arous,1598.639456
235000,4,147,"Ben arous, Ben arous",Ben Arous,1598.639456
240000,4,130,"Ben arous, Ben arous",Ben Arous,1846.153846
250000,4,125,"Ben arous, Ben arous",Ben Arous,2000
260000,4,97,"Ben arous, Ben arous",Ben Arous,2680.412371
270000,4,127,"Ben arous, Ben arous",Ben Arous,2125.984252
320000,4,210,"Ben arous, Ben arous",Ben Arous,1523.809524
320000,4,210,"Ben arous, Ben arous",Ben Arous,1523.809524
65000,5,75,"Ben arous, Ben arous",Ben Arous,866.6666667
65000,5,75,"Ben arous, Ben arous",Ben Arous,866.6666667
65000,5,75,"Ben arous, Ben arous",Ben Arous,866.6666667
65000,5,75,"Ben arous, Ben arous",Ben Arous,866.6666667
68000,5,100,"Ben arous, Ben arous",Ben Arous,680
80000,5,82,"Ben arous, Ben arous",Ben Arous,975.6097561
90000,5,100,"Ben arous, Ben arous",Ben Arous,900
98000,5,120,"Ben arous, Ben arous",Ben Arous,816.6666667
98000,5,120,"Ben arous, Ben arous",Ben Arous,816.6666667
105000,5,70,"Ben arous, Ben arous",Ben Arous,1500
105000,5,70,"Ben arous, Ben arous",Ben Arous,1500
110000,5,120,"Ben arous, Ben arous",Ben Arous,916.6666667
110000,5,90,"Ben arous, Ben arous",Ben Arous,1222.222222
110000,5,110,"Ben arous, Ben arous",Ben Arous,1000
110000,5,115,"Ben arous, Ben arous",Ben Arous,956.5217391
110000,5,110,"Ben arous, Ben arous",Ben Arous,1000
110000,5,110,"Ben arous, Ben arous",Ben Arous,1000
110000,5,75,"Ben arous, Ben arous",Ben Arous,1466.666667
135000,5,89,"Ben arous, Ben arous",Ben Arous,1516.853933
140436,5,89,"Ben arous, Ben arous",Ben Arous,1577.932584
150000,5,99,"Ben arous, Ben arous",Ben Arous,1515.151515
150000,5,99,"Ben arous, Ben arous",Ben Arous,1515.151515
155000,5,103,"Ben arous, Ben arous",Ben Arous,1504.854369
160000,5,124,"Ben arous, Ben arous",Ben Arous,1290.322581
165000,5,304,"Ben arous, Ben arous",Ben Arous,542.7631579
165000,5,300,"Ben arous, Ben arous",Ben Arous,550
170000,5,95,"Ben arous, Ben arous",Ben Arous,1789.473684
181238,5,115,"Ben arous, Ben arous",Ben Arous,1575.982609
187000,5,99,"Ben arous, Ben arous",Ben Arous,1888.888889
190000,5,125,"Ben arous, Ben arous",Ben Arous,1520
195000,5,136,"Ben arous, Ben arous",Ben Arous,1433.823529
195000,5,136,"Ben arous, Ben arous",Ben Arous,1433.823529
195000,5,136,"Ben arous, Ben arous",Ben Arous,1433.823529
195000,5,136,"Ben arous, Ben arous",Ben Arous,1433.823529
195000,5,136,"Ben arous, Ben arous",Ben Arous,1433.823529
217000,5,127,"Ben arous, Ben arous",Ben Arous,1708.661417
217355,5,134,"Ben arous, Ben arous",Ben Arous,1622.052239
218000,5,134,"Ben arous, Ben arous",Ben Arous,1626.865672
218000,5,134,"Ben arous, Ben arous",Ben Arous,1626.865672
219000,5,127,"Ben arous, Ben arous",Ben Arous,1724.409449
220000,5,127,"Ben arous, Ben arous",Ben Arous,1732.283465
220000,5,135,"Ben arous, Ben arous",Ben Arous,1629.62963
220000,5,135,"Ben arous, Ben arous",Ben Arous,1629.62963
220000,5,120,"Ben arous, Ben arous",Ben Arous,1833.333333
220000,5,135,"Ben arous, Ben arous",Ben Arous,1629.62963
220000,5,135,"Ben arous, Ben arous",Ben Arous,1629.62963
220000,5,135,"Ben arous, Ben arous",Ben Arous,1629.62963
221000,5,121,"Ben arous, Ben arous",Ben Arous,1826.446281
221000,5,121,"Ben arous, Ben arous",Ben Arous,1826.446281
230000,5,127,"Ben arous, Ben arous",Ben Arous,1811.023622
230000,5,160,"Ben arous, Ben arous",Ben Arous,1437.5
245000,5,134,"Ben arous, Ben arous",Ben Arous,1828.358209
252017,5,180,"Ben arous, Ben arous",Ben Arous,1400.094444
290000,5,70,"Ben arous, Ben arous",Ben Arous,4142.857143
290000,5,70,"Ben arous, Ben arous",Ben Arous,4142.857143
190000,4,126,"Ben arous, Ben arous",Ben Arous,1507.936508
179000,4,136,"Ben arous, Ben arous",Ben Arous,1316.176471
140000,3,100,"Ben arous, Ben arous",Ben Arous,1400
160000,4,117,"Ben arous, Ben arous",Ben Arous,1367.521368
59000,4,76,"Ben arous, Ben arous",Ben Arous,776.3157895
82000,3,80,"Ben arous, Ben arous",Ben Arous,1025
207000,4,126,"Ben arous, Ben arous",Ben Arous,1642.857143
130000,3,97,"Ben arous, Ben arous",Ben Arous,1340.206186
178000,2,76,"Ben arous, Ben arous",Ben Arous,2342.105263
227000,3,120,"Ben arous, Ben arous",Ben Arous,1891.666667
140000,3,100,"Ben arous, Ben arous",Ben Arous,1400
2000,4,110,"Ben arous, Ben arous",Ben Arous,18.18181818
130000,3,97,"Ben arous, Ben arous",Ben Arous,1340.206186
277000,3,120,"Ben arous, Ben arous",Ben Arous,2308.333333
150000,4,102,"Ben arous, Ben arous",Ben Arous,1470.588235
130000,3,97,"Ben arous, Ben arous",Ben Arous,1340.206186
140000,3,100,"Ben arous, Ben arous",Ben Arous,1400
135000,5,110,"Ben arous, Ben arous",Ben Arous,1227.272727
220000,4,126,"Ben arous, Ben arous",Ben Arous,1746.031746
97000,2,80,"Ben arous, Boumhel",Boumhel,1212.5
123000,2,70,"Ben arous, Boumhel",Boumhel,1757.142857
139000,2,75,"Ben arous, Boumhel",Boumhel,1853.333333
158250,2,75,"Ben arous, Boumhel",Boumhel,2110
160000,2,110,"Ben arous, Boumhel",Boumhel,1454.545455
170000,2,75,"Ben arous, Boumhel",Boumhel,2266.666667
180000,2,210,"Ben arous, Boumhel",Boumhel,857.1428571
87000,3,100,"Ben arous, Boumhel",Boumhel,870
98000,3,80,"Ben arous, Boumhel",Boumhel,1225
100000,3,56,"Ben arous, Boumhel",Boumhel,1785.714286
100000,3,56,"Ben arous, Boumhel",Boumhel,1785.714286
123000,3,70,"Ben arous, Boumhel",Boumhel,1757.142857
125000,3,78,"Ben arous, Boumhel",Boumhel,1602.564103
125000,3,70,"Ben arous, Boumhel",Boumhel,1785.714286
125000,3,76,"Ben arous, Boumhel",Boumhel,1644.736842
125000,3,76,"Ben arous, Boumhel",Boumhel,1644.736842
130000,3,80,"Ben arous, Boumhel",Boumhel,1625
131000,3,82,"Ben arous, Boumhel",Boumhel,1597.560976
140000,3,90,"Ben arous, Boumhel",Boumhel,1555.555556
155000,3,108,"Ben arous, Boumhel",Boumhel,1435.185185
159000,3,112,"Ben arous, Boumhel",Boumhel,1419.642857
160000,3,70,"Ben arous, Boumhel",Boumhel,2285.714286
162000,3,113,"Ben arous, Boumhel",Boumhel,1433.628319
162000,3,113,"Ben arous, Boumhel",Boumhel,1433.628319
165000,3,90,"Ben arous, Boumhel",Boumhel,1833.333333
170000,3,110,"Ben arous, Boumhel",Boumhel,1545.454545
175000,3,110,"Ben arous, Boumhel",Boumhel,1590.909091
175000,3,110,"Ben arous, Boumhel",Boumhel,1590.909091
175000,3,110,"Ben arous, Boumhel",Boumhel,1590.909091
175000,3,110,"Ben arous, Boumhel",Boumhel,1590.909091
175000,3,110,"Ben arous, Boumhel",Boumhel,1590.909091
175000,3,110,"Ben arous, Boumhel",Boumhel,1590.909091
175000,3,110,"Ben arous, Boumhel",Boumhel,1590.909091
175000,3,110,"Ben arous, Boumhel",Boumhel,1590.909091
180000,3,100,"Ben arous, Boumhel",Boumhel,1800
185000,3,107,"Ben arous, Boumhel",Boumhel,1728.971963
185000,3,107,"Ben arous, Boumhel",Boumhel,1728.971963
200000,3,110,"Ben arous, Boumhel",Boumhel,1818.181818
200000,3,110,"Ben arous, Boumhel",Boumhel,1818.181818
200000,3,155,"Ben arous, Boumhel",Boumhel,1290.322581
205000,3,134,"Ben arous, Boumhel",Boumhel,1529.850746
209000,3,107,"Ben arous, Boumhel",Boumhel,1953.271028
210000,3,107,"Ben arous, Boumhel",Boumhel,1962.616822
210000,3,107,"Ben arous, Boumhel",Boumhel,1962.616822
210000,3,107,"Ben arous, Boumhel",Boumhel,1962.616822
210000,3,107,"Ben arous, Boumhel",Boumhel,1962.616822
210000,3,107,"Ben arous, Boumhel",Boumhel,1962.616822
210000,3,107,"Ben arous, Boumhel",Boumhel,1962.616822
210000,3,107,"Ben arous, Boumhel",Boumhel,1962.616822
210000,3,107,"Ben arous, Boumhel",Boumhel,1962.616822
235000,3,138,"Ben arous, Boumhel",Boumhel,1702.898551
290000,3,141,"Ben arous, Boumhel",Boumhel,2056.737589
330000,3,103,"Ben arous, Boumhel",Boumhel,3203.883495
75000,4,65,"Ben arous, Boumhel",Boumhel,1153.846154
75000,4,63,"Ben arous, Boumhel",Boumhel,1190.47619
75000,4,80,"Ben arous, Boumhel",Boumhel,937.5
95000,4,80,"Ben arous, Boumhel",Boumhel,1187.5
95000,4,80,"Ben arous, Boumhel",Boumhel,1187.5
95000,4,80,"Ben arous, Boumhel",Boumhel,1187.5
100000,4,85,"Ben arous, Boumhel",Boumhel,1176.470588
105000,4,75,"Ben arous, Boumhel",Boumhel,1400
105000,4,92,"Ben arous, Boumhel",Boumhel,1141.304348
105000,4,95,"Ben arous, Boumhel",Boumhel,1105.263158
105000,4,75,"Ben arous, Boumhel",Boumhel,1400
105000,4,92,"Ben arous, Boumhel",Boumhel,1141.304348
105000,4,90,"Ben arous, Boumhel",Boumhel,1166.666667
110000,4,80,"Ben arous, Boumhel",Boumhel,1375
115000,4,80,"Ben arous, Boumhel",Boumhel,1437.5
117000,4,80,"Ben arous, Boumhel",Boumhel,1462.5
120000,4,83,"Ben arous, Boumhel",Boumhel,1445.783133
120000,4,53,"Ben arous, Boumhel",Boumhel,2264.150943
125000,4,115,"Ben arous, Boumhel",Boumhel,1086.956522
125000,4,115,"Ben arous, Boumhel",Boumhel,1086.956522
135000,4,75,"Ben arous, Boumhel",Boumhel,1800
140000,4,88,"Ben arous, Boumhel",Boumhel,1590.909091
140000,4,70,"Ben arous, Boumhel",Boumhel,2000
145000,4,100,"Ben arous, Boumhel",Boumhel,1450
159000,4,108,"Ben arous, Boumhel",Boumhel,1472.222222
160000,4,100,"Ben arous, Boumhel",Boumhel,1600
160000,4,130,"Ben arous, Boumhel",Boumhel,1230.769231
160000,4,108,"Ben arous, Boumhel",Boumhel,1481.481481
165000,4,115,"Ben arous, Boumhel",Boumhel,1434.782609
165000,4,100,"Ben arous, Boumhel",Boumhel,1650
169000,4,108,"Ben arous, Boumhel",Boumhel,1564.814815
169000,4,113,"Ben arous, Boumhel",Boumhel,1495.575221
169000,4,113,"Ben arous, Boumhel",Boumhel,1495.575221
169000,4,113,"Ben arous, Boumhel",Boumhel,1495.575221
169000,4,108,"Ben arous, Boumhel",Boumhel,1564.814815
169000,4,113,"Ben arous, Boumhel",Boumhel,1495.575221
169000,4,113,"Ben arous, Boumhel",Boumhel,1495.575221
169000,4,108,"Ben arous, Boumhel",Boumhel,1564.814815
170000,4,100,"Ben arous, Boumhel",Boumhel,1700
175000,4,130,"Ben arous, Boumhel",Boumhel,1346.153846
175000,4,115,"Ben arous, Boumhel",Boumhel,1521.73913
175000,4,130,"Ben arous, Boumhel",Boumhel,1346.153846
175000,4,100,"Ben arous, Boumhel",Boumhel,1750
175000,4,130,"Ben arous, Boumhel",Boumhel,1346.153846
175000,4,130,"Ben arous, Boumhel",Boumhel,1346.153846
175000,4,130,"Ben arous, Boumhel",Boumhel,1346.153846
175000,4,100,"Ben arous, Boumhel",Boumhel,1750
179000,4,115,"Ben arous, Boumhel",Boumhel,1556.521739
180000,4,130,"Ben arous, Boumhel",Boumhel,1384.615385
180000,4,77,"Ben arous, Boumhel",Boumhel,2337.662338
180000,4,110,"Ben arous, Boumhel",Boumhel,1636.363636
180000,4,110,"Ben arous, Boumhel",Boumhel,1636.363636
180000,4,112,"Ben arous, Boumhel",Boumhel,1607.142857
180000,4,112,"Ben arous, Boumhel",Boumhel,1607.142857
180000,4,112,"Ben arous, Boumhel",Boumhel,1607.142857
180000,4,112,"Ben arous, Boumhel",Boumhel,1607.142857
180000,4,112,"Ben arous, Boumhel",Boumhel,1607.142857
180000,4,110,"Ben arous, Boumhel",Boumhel,1636.363636
180000,4,112,"Ben arous, Boumhel",Boumhel,1607.142857
180000,4,110,"Ben arous, Boumhel",Boumhel,1636.363636
180000,4,112,"Ben arous, Boumhel",Boumhel,1607.142857
184575,4,105,"Ben arous, Boumhel",Boumhel,1757.857143
184575,4,105,"Ben arous, Boumhel",Boumhel,1757.857143
185000,4,126,"Ben arous, Boumhel",Boumhel,1468.253968
185000,4,126,"Ben arous, Boumhel",Boumhel,1468.253968
185000,4,130,"Ben arous, Boumhel",Boumhel,1423.076923
185000,4,107,"Ben arous, Boumhel",Boumhel,1728.971963
185000,4,107,"Ben arous, Boumhel",Boumhel,1728.971963
187000,4,135,"Ben arous, Boumhel",Boumhel,1385.185185
195000,4,90,"Ben arous, Boumhel",Boumhel,2166.666667
195000,4,95,"Ben arous, Boumhel",Boumhel,2052.631579
195000,4,95,"Ben arous, Boumhel",Boumhel,2052.631579
198000,4,140,"Ben arous, Boumhel",Boumhel,1414.285714
200000,4,110,"Ben arous, Boumhel",Boumhel,1818.181818
200000,4,110,"Ben arous, Boumhel",Boumhel,1818.181818
200000,4,115,"Ben arous, Boumhel",Boumhel,1739.130435
200000,4,110,"Ben arous, Boumhel",Boumhel,1818.181818
205000,4,128,"Ben arous, Boumhel",Boumhel,1601.5625
205000,4,128,"Ben arous, Boumhel",Boumhel,1601.5625
208000,4,130,"Ben arous, Boumhel",Boumhel,1600
208000,4,130,"Ben arous, Boumhel",Boumhel,1600
210000,4,107,"Ben arous, Boumhel",Boumhel,1962.616822
210000,4,107,"Ben arous, Boumhel",Boumhel,1962.616822
210000,4,107,"Ben arous, Boumhel",Boumhel,1962.616822
215000,4,120,"Ben arous, Boumhel",Boumhel,1791.666667
215000,4,138,"Ben arous, Boumhel",Boumhel,1557.971014
215000,4,140,"Ben arous, Boumhel",Boumhel,1535.714286
215000,4,140,"Ben arous, Boumhel",Boumhel,1535.714286
220000,4,112,"Ben arous, Boumhel",Boumhel,1964.285714
223000,4,142,"Ben arous, Boumhel",Boumhel,1570.422535
225000,4,140,"Ben arous, Boumhel",Boumhel,1607.142857
229000,4,103,"Ben arous, Boumhel",Boumhel,2223.300971
230000,4,120,"Ben arous, Boumhel",Boumhel,1916.666667
230000,4,150,"Ben arous, Boumhel",Boumhel,1533.333333
233000,4,130,"Ben arous, Boumhel",Boumhel,1792.307692
233000,4,130,"Ben arous, Boumhel",Boumhel,1792.307692
240000,4,110,"Ben arous, Boumhel",Boumhel,2181.818182
240000,4,118,"Ben arous, Boumhel",Boumhel,2033.898305
245000,4,145,"Ben arous, Boumhel",Boumhel,1689.655172
250000,4,112,"Ben arous, Boumhel",Boumhel,2232.142857
250000,4,139,"Ben arous, Boumhel",Boumhel,1798.561151
250000,4,139,"Ben arous, Boumhel",Boumhel,1798.561151
250000,4,139,"Ben arous, Boumhel",Boumhel,1798.561151
250000,4,138,"Ben arous, Boumhel",Boumhel,1811.594203
250000,4,130,"Ben arous, Boumhel",Boumhel,1923.076923
250000,4,135,"Ben arous, Boumhel",Boumhel,1851.851852
260000,4,104,"Ben arous, Boumhel",Boumhel,2500
265000,4,126,"Ben arous, Boumhel",Boumhel,2103.174603
338000,4,153,"Ben arous, Boumhel",Boumhel,2209.150327
350000,4,190,"Ben arous, Boumhel",Boumhel,1842.105263
350000,4,145,"Ben arous, Boumhel",Boumhel,2413.793103
420000,4,199,"Ben arous, Boumhel",Boumhel,2110.552764
420000,4,190,"Ben arous, Boumhel",Boumhel,2210.526316
468000,4,176,"Ben arous, Boumhel",Boumhel,2659.090909
110000,5,90,"Ben arous, Boumhel",Boumhel,1222.222222
110000,5,90,"Ben arous, Boumhel",Boumhel,1222.222222
118000,5,125,"Ben arous, Boumhel",Boumhel,944
125000,5,115,"Ben arous, Boumhel",Boumhel,1086.956522
125000,5,115,"Ben arous, Boumhel",Boumhel,1086.956522
130000,5,125,"Ben arous, Boumhel",Boumhel,1040
130000,5,125,"Ben arous, Boumhel",Boumhel,1040
130000,5,125,"Ben arous, Boumhel",Boumhel,1040
135000,5,125,"Ben arous, Boumhel",Boumhel,1080
135000,5,125,"Ben arous, Boumhel",Boumhel,1080
158000,5,100,"Ben arous, Boumhel",Boumhel,1580
160000,5,95,"Ben arous, Boumhel",Boumhel,1684.210526
160000,5,105,"Ben arous, Boumhel",Boumhel,1523.809524
160000,5,126,"Ben arous, Boumhel",Boumhel,1269.84127
169000,5,132,"Ben arous, Boumhel",Boumhel,1280.30303
170000,5,106,"Ben arous, Boumhel",Boumhel,1603.773585
170000,5,190,"Ben arous, Boumhel",Boumhel,894.7368421
175000,5,130,"Ben arous, Boumhel",Boumhel,1346.153846
185000,5,140,"Ben arous, Boumhel",Boumhel,1321.428571
185000,5,140,"Ben arous, Boumhel",Boumhel,1321.428571
189000,5,132,"Ben arous, Boumhel",Boumhel,1431.818182
189000,5,132,"Ben arous, Boumhel",Boumhel,1431.818182
197000,5,126,"Ben arous, Boumhel",Boumhel,1563.492063
197000,5,130,"Ben arous, Boumhel",Boumhel,1515.384615
197075,5,107,"Ben arous, Boumhel",Boumhel,1841.82243
200000,5,100,"Ben arous, Boumhel",Boumhel,2000
210000,5,130,"Ben arous, Boumhel",Boumhel,1615.384615
215000,5,140,"Ben arous, Boumhel",Boumhel,1535.714286
215000,5,140,"Ben arous, Boumhel",Boumhel,1535.714286
215000,5,135,"Ben arous, Boumhel",Boumhel,1592.592593
215000,5,140,"Ben arous, Boumhel",Boumhel,1535.714286
215000,5,130,"Ben arous, Boumhel",Boumhel,1653.846154
215000,5,149,"Ben arous, Boumhel",Boumhel,1442.95302
220000,5,140,"Ben arous, Boumhel",Boumhel,1571.428571
220000,5,140,"Ben arous, Boumhel",Boumhel,1571.428571
225000,5,138,"Ben arous, Boumhel",Boumhel,1630.434783
225000,5,138,"Ben arous, Boumhel",Boumhel,1630.434783
228000,5,150,"Ben arous, Boumhel",Boumhel,1520
229000,5,130,"Ben arous, Boumhel",Boumhel,1761.538462
238000,5,130,"Ben arous, Boumhel",Boumhel,1830.769231
238000,5,130,"Ben arous, Boumhel",Boumhel,1830.769231
238000,5,130,"Ben arous, Boumhel",Boumhel,1830.769231
240000,5,118,"Ben arous, Boumhel",Boumhel,2033.898305
245000,5,150,"Ben arous, Boumhel",Boumhel,1633.333333
249000,5,146,"Ben arous, Boumhel",Boumhel,1705.479452
249000,5,145,"Ben arous, Boumhel",Boumhel,1717.241379
250000,5,134,"Ben arous, Boumhel",Boumhel,1865.671642
258000,5,150,"Ben arous, Boumhel",Boumhel,1720
259000,5,130,"Ben arous, Boumhel",Boumhel,1992.307692
260000,5,140,"Ben arous, Boumhel",Boumhel,1857.142857
260000,5,140,"Ben arous, Boumhel",Boumhel,1857.142857
260000,5,156,"Ben arous, Boumhel",Boumhel,1666.666667
295000,5,140,"Ben arous, Boumhel",Boumhel,2107.142857
295000,5,140,"Ben arous, Boumhel",Boumhel,2107.142857
295000,5,140,"Ben arous, Boumhel",Boumhel,2107.142857
350000,5,140,"Ben arous, Boumhel",Boumhel,2500
365000,5,157,"Ben arous, Boumhel",Boumhel,2324.840764
410000,5,190,"Ben arous, Boumhel",Boumhel,2157.894737
159000,3,91,"Ben arous, Boumhel",Boumhel,1747.252747
160000,2,65,"Ben arous, Boumhel",Boumhel,2461.538462
240000,4,122,"Ben arous, Boumhel",Boumhel,1967.213115
150000,3,113,"Ben arous, Boumhel",Boumhel,1327.433628
160000,3,90,"Ben arous, Boumhel",Boumhel,1777.777778
245000,4,122,"Ben arous, Boumhel",Boumhel,2008.196721
190000,4,125,"Ben arous, Boumhel",Boumhel,1520
130000,3,77,"Ben arous, Boumhel",Boumhel,1688.311688
180000,4,110,"Ben arous, Boumhel",Boumhel,1636.363636
110000,4,80,"Ben arous, Boumhel",Boumhel,1375
160000,4,110,"Ben arous, Boumhel",Boumhel,1454.545455
250000,4,131,"Ben arous, Boumhel",Boumhel,1908.396947
130000,3,77,"Ben arous, Boumhel",Boumhel,1688.311688
505000,5,170,"Ben arous, Boumhel",Boumhel,2970.588235
180000,4,110,"Ben arous, Boumhel",Boumhel,1636.363636
245000,4,122,"Ben arous, Boumhel",Boumhel,2008.196721
160000,3,90,"Ben arous, Boumhel",Boumhel,1777.777778
210000,3,107,"Ben arous, Boumhel",Boumhel,1962.616822
245000,4,122,"Ben arous, Boumhel",Boumhel,2008.196721
185000,4,115,"Ben arous, Boumhel",Boumhel,1608.695652
265000,4,120,"Ben arous, Boumhel",Boumhel,2208.333333
175000,3,100,"Ben arous, Boumhel",Boumhel,1750
180000,4,110,"Ben arous, Boumhel",Boumhel,1636.363636
205000,4,136,"Ben arous, Boumhel",Boumhel,1507.352941
210000,3,107,"Ben arous, Boumhel",Boumhel,1962.616822
210000,3,107,"Ben arous, Boumhel",Boumhel,1962.616822
180000,4,110,"Ben arous, Boumhel",Boumhel,1636.363636
130000,3,77,"Ben arous, Boumhel",Boumhel,1688.311688
170000,3,137,"Ben arous, Boumhel",Boumhel,1240.875912
179000,3,100,"Ben arous, Boumhel",Boumhel,1790
250000,4,130,"Ben arous, Boumhel",Boumhel,1923.076923
185000,3,137,"Ben arous, Boumhel",Boumhel,1350.364964
355000,4,232,"Ben arous, Boumhel",Boumhel,1530.172414
505000,5,170,"Ben arous, Boumhel",Boumhel,2970.588235
185000,3,137,"Ben arous, Boumhel",Boumhel,1350.364964
169000,3,80,"Ben arous, Boumhel",Boumhel,2112.5
300000,4,146,"Ben arous, Boumhel",Boumhel,2054.794521
130000,3,77,"Ben arous, Boumhel",Boumhel,1688.311688
335000,4,232,"Ben arous, Boumhel",Boumhel,1443.965517
225000,4,100,"Ben arous, Boumhel",Boumhel,2250
115000,4,90,"Ben arous, Boumhel",Boumhel,1277.777778
210000,3,107,"Ben arous, Boumhel",Boumhel,1962.616822
355000,4,232,"Ben arous, Boumhel",Boumhel,1530.172414
210000,3,107,"Ben arous, Boumhel",Boumhel,1962.616822
190000,4,125,"Ben arous, Boumhel",Boumhel,1520
180000,4,125,"Ben arous, Boumhel",Boumhel,1440
170000,3,137,"Ben arous, Boumhel",Boumhel,1240.875912
130000,3,77,"Ben arous, Boumhel",Boumhel,1688.311688
505000,5,170,"Ben arous, Boumhel",Boumhel,2970.588235
300000,4,146,"Ben arous, Boumhel",Boumhel,2054.794521
190000,4,125,"Ben arous, Boumhel",Boumhel,1520
180000,3,125,"Ben arous, Boumhel",Boumhel,1440
165000,3,110,"Ben arous, Boumhel",Boumhel,1500
170000,3,137,"Ben arous, Boumhel",Boumhel,1240.875912
185000,3,137,"Ben arous, Boumhel",Boumhel,1350.364964
130000,3,77,"Ben arous, Boumhel",Boumhel,1688.311688
130000,3,77,"Ben arous, Boumhel",Boumhel,1688.311688
180000,4,125,"Ben arous, Boumhel",Boumhel,1440
505000,3,170,"Ben arous, Boumhel",Boumhel,2970.588235
180000,4,110,"Ben arous, Boumhel",Boumhel,1636.363636
190000,4,125,"Ben arous, Boumhel",Boumhel,1520
505000,5,170,"Ben arous, Boumhel",Boumhel,2970.588235
180000,4,110,"Ben arous, Boumhel",Boumhel,1636.363636
180000,4,110,"Ben arous, Boumhel",Boumhel,1636.363636
170000,3,137,"Ben arous, Boumhel",Boumhel,1240.875912
165000,3,110,"Ben arous, Boumhel",Boumhel,1500
185000,3,137,"Ben arous, Boumhel",Boumhel,1350.364964
184575,3,107,"Ben arous, Boumhel",Boumhel,1725
220000,5,118,"Ben arous, Boumhel",Boumhel,1864.40678
170000,3,137,"Ben arous, Boumhel",Boumhel,1240.875912
355000,3,232,"Ben arous, Boumhel",Boumhel,1530.172414
185000,3,137,"Ben arous, Boumhel",Boumhel,1350.364964
130000,3,77,"Ben arous, Boumhel",Boumhel,1688.311688
220000,4,110,"Ben arous, Boumhel",Boumhel,2000
220000,5,165,"Ben arous, Boumhel",Boumhel,1333.333333
505000,5,170,"Ben arous, Boumhel",Boumhel,2970.588235
185000,3,137,"Ben arous, Boumhel",Boumhel,1350.364964
129000,2,75,"Ben arous, Boumhel",Boumhel,1720
185000,3,132,"Ben arous, Boumhel",Boumhel,1401.515152
72000,2,65,"Ben arous, El Mourouj",El Mourouj,1107.692308
82000,2,65,"Ben arous, El Mourouj",El Mourouj,1261.538462
83000,2,53,"Ben arous, El Mourouj",El Mourouj,1566.037736
84000,2,90,"Ben arous, El Mourouj",El Mourouj,933.3333333
87000,2,50,"Ben arous, El Mourouj",El Mourouj,1740
